canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"25320159 TAUNTON, MA","workplace","","","","","https://www.bjs.com/cl/taunton/0159","508-823-6481","","","Taunton","MA","","","","","","","","website;public_phone","https://www.bjs.com/cl/taunton/0159","BJ's Wholesale Club","Taunton Club","2026-08-17","","4","contact_page","manual:round5:25320159-taunton-ma:001:2026-08-17","manual","verified"
"25320034 STOUGHTON, MA","workplace","","","","","https://www.bjs.com/cl/stoughton/0034","781-341-3300","","","Stoughton","MA","","","","","","","","website;public_phone","https://www.bjs.com/cl/stoughton/0034","BJ's Wholesale Club","Stoughton Club","2026-08-17","","4","contact_page","manual:round5:25320034-stoughton-ma:002:2026-08-17","manual","verified"
"25320018 WEYMOUTH, MA","workplace","","","","","https://www.bjs.com/cl/weymouth/0018","781-335-8500","","","Weymouth","MA","","","","","","","","website;public_phone","https://www.bjs.com/cl/weymouth/0018","BJ's Wholesale Club","Weymouth Club","2026-08-17","","4","contact_page","manual:round5:25320018-weymouth-ma:003:2026-08-17","manual","verified"
"25320113 PLYMOUTH, MA","workplace","","","","","https://www.bjs.com/cl/plymouth/0113","508-591-1009","","","Plymouth","MA","","","","","","","","website;public_phone","https://www.bjs.com/cl/plymouth/0113","BJ's Wholesale Club","Plymouth Club","2026-08-17","","4","contact_page","manual:round5:25320113-plymouth-ma:004:2026-08-17","manual","verified"
"25320353 QUINCY, MA","workplace","","","","","https://www.bjs.com/cl/quincy/0353","857-403-2002","","","Quincy","MA","","","","","","","","website;public_phone","https://www.bjs.com/cl/quincy/0353","BJ's Wholesale Club","Quincy Club","2026-08-17","","4","contact_page","manual:round5:25320353-quincy-ma:005:2026-08-17","manual","verified"
"2608 QUINCY II","workplace","","","","","https://www.homedepot.com/l/Quincy-II/MA/Quincy/02169/2608","617-479-0707","","","Quincy","MA","","","","","","","","website;public_phone","https://www.homedepot.com/l/Quincy-II/MA/Quincy/02169/2608","The Home Depot","Quincy II Home Depot Store #2608","2026-08-17","","4","contact_page","manual:round5:2608-quincy-ii:006:2026-08-17","manual","verified"
"2680 PLYMOUTHMA","workplace","","","","","https://www.homedepot.com/l/Plymouth/MA/Plymouth/02360/2680","508-830-6702","","","Plymouth","MA","","","","","","","","website;public_phone","https://www.homedepot.com/l/Plymouth/MA/Plymouth/02360/2680","The Home Depot","Plymouth Home Depot Store #2680","2026-08-17","","4","contact_page","manual:round5:2680-plymouthma:007:2026-08-17","manual","verified"
"2681 NORWOOD","workplace","","","","","https://www.homedepot.com/l/Norwood/MA/Norwood/02062/2681","781-762-9270","","","Norwood","MA","","","","","","","","website;public_phone","https://www.homedepot.com/l/Norwood/MA/Norwood/02062/2681","The Home Depot","Norwood Home Depot Store #2681","2026-08-17","","4","contact_page","manual:round5:2681-norwood:008:2026-08-17","manual","verified"
"01335 STORE 01335","workplace","","","","","https://locations.dollartree.com/ma/raynham/600-south-st-w","774-632-0090","","","Raynham","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/raynham/600-south-st-w","Dollar Tree","Cape Roads Plaza Dollar Tree","2026-08-17","","4","contact_page","manual:round5:01335-store-01335:009:2026-08-17","manual","verified"
"02725 STORE 02725","workplace","","","","","https://locations.dollartree.com/ma/kingston/187-summer-street-suite-2","781-361-9925","","","Kingston","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/kingston/187-summer-street-suite-2","Dollar Tree","Kingston Dollar Tree","2026-08-17","","4","contact_page","manual:round5:02725-store-02725:010:2026-08-17","manual","verified"
"03462 STORE 03462","workplace","","","","","https://locations.dollartree.com/ma/brockton/700-crescent-st","508-894-7120","","","Brockton","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/brockton/700-crescent-st","Dollar Tree","Crescent Plaza Dollar Tree","2026-08-17","","4","contact_page","manual:round5:03462-store-03462:011:2026-08-17","manual","verified"
"04510 STORE 04510","workplace","","","","","https://locations.dollartree.com/ma/hanson/430-liberty-st","781-523-5760","","","Hanson","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/hanson/430-liberty-st","Dollar Tree","Hanson Dollar Tree","2026-08-17","","4","contact_page","manual:round5:04510-store-04510:012:2026-08-17","manual","verified"
"04688 STORE 04688","workplace","","","","","https://locations.dollartree.com/ma/fall-river/529-quarry-st","508-916-6270","","","Fall River","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/fall-river/529-quarry-st","Dollar Tree","Quarry Street Dollar Tree","2026-08-17","","4","contact_page","manual:round5:04688-store-04688:013:2026-08-17","manual","verified"
"06401 STORE 06401","workplace","","","","","https://locations.dollartree.com/ma/west-bridgewater/860-n-main-street","508-313-9398","","","West Bridgewater","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/west-bridgewater/860-n-main-street","Dollar Tree","West Bridgewater Dollar Tree","2026-08-17","","4","contact_page","manual:round5:06401-store-06401:014:2026-08-17","manual","verified"
"07611 STORE 07611","workplace","","","","","https://locations.dollartree.com/ma/abington/1238-bedford-street","339-788-5636","","","Abington","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/abington/1238-bedford-street","Dollar Tree","Abington Dollar Tree","2026-08-17","","4","contact_page","manual:round5:07611-store-07611:015:2026-08-17","manual","verified"
"07635 STORE 07635","workplace","","","","","https://locations.dollartree.com/ma/stoughton/525-washington-st","781-436-0494","","","Stoughton","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/stoughton/525-washington-st","Dollar Tree","Stoughton Dollar Tree","2026-08-17","","4","contact_page","manual:round5:07635-store-07635:016:2026-08-17","manual","verified"
"07662 STORE 07662","workplace","","","","","https://locations.dollartree.com/ma/lakeville/56-main-street-unit-2","774-260-2114","","","Lakeville","MA","","","","","","","","website;public_phone","https://locations.dollartree.com/ma/lakeville/56-main-street-unit-2","Dollar Tree","Lakeville Dollar Tree","2026-08-17","","4","contact_page","manual:round5:07662-store-07662:017:2026-08-17","manual","verified"
