organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"0343","","role_based","yes","Store main line","","","","781-829-6877","https://lesliespool.com/location/hanover-massachusetts-hanover-343.html","https://lesliespool.com/location/hanover-massachusetts-hanover-343.html","Leslie's Pool Supplies","Hanover Store 343","2026-08-17","","4","official_organization_page","manual:round7:leslies-hanover-343:001:2026-08-17","manual","verified"
"2532 - Hanover","","role_based","yes","Store main line","","","","781-499-1961","https://www.target.com/sl/hanover-target-store/2532","https://www.target.com/sl/hanover-target-store/2532","Target","Hanover Target Store 2532","2026-08-17","","4","official_organization_page","manual:round7:target-hanover-2532:002:2026-08-17","manual","verified"
"71184","","role_based","yes","Store main line","","","","781-829-2200","https://www.macys.com/stores/ma/hanover/hanover-crossing_184.html","https://www.macys.com/stores/ma/hanover/hanover-crossing_184.html","Macy's","Macy's Hanover Crossing Store 184","2026-08-17","","4","official_organization_page","manual:round7:macys-hanover-184:003:2026-08-17","manual","verified"
"BSL Hanover OpCo  LLC","","role_based","yes","Community advisor","","","","781-746-7057","https://www.benchmarkseniorliving.com/senior-living/ma/hanover/benchmark-at-hanover/","https://www.benchmarkseniorliving.com/senior-living/ma/hanover/benchmark-at-hanover/","Benchmark Senior Living","Benchmark at Hanover","2026-08-17","","4","official_organization_page","manual:round7:benchmark-at-hanover:004:2026-08-17","manual","verified"
"G&R Construction Inc.","","role_based","yes","General inquiries","","","info@grconstruction.net","781-849-9093","https://grconstruction.net/contact-us/","https://grconstruction.net/contact-us/","G&R Construction","Contact Us","2026-08-17","","4","contact_page","manual:round7:g-r-construction:006:2026-08-17","manual","verified"
"Gem Gravure Company, Inc.","","role_based","yes","Customer service","","","CS@gemgravure.com","781-878-0456","https://www.gemgravure.com/contact","https://www.gemgravure.com/contact","Gem Gravure Company","Contact","2026-08-17","","4","contact_page","manual:round7:gem-gravure:007:2026-08-17","manual","verified"
"Hanover Granite Works","","role_based","yes","Hanover office main line","","","","781-829-0233","https://swensongranite.com/","https://swensongranite.com/wp-content/uploads/2023/08/swenson-thin-veneer-installation-reference-sheet.pdf","Swenson Granite Works","Thin Veneer Installation Reference Sheet","2026-08-17","","4","official_organization_page","manual:round7:swenson-hanover:008:2026-08-17","manual","verified"
"Manufacturing","","role_based","yes","General inquiries","","","","781-826-5600","https://www.critechinc.com/contact-us/","https://www.critechinc.com/contact-us/","Cri-Tech","Contact Us","2026-08-17","","4","contact_page","manual:round7:cri-tech-hanover:009:2026-08-17","manual","verified"
"Market Basket 91","","role_based","yes","Store main line","","","","781-924-7543","https://www.shopmarketbasket.com/store-locations/hanover-massachusetts-market-basket-91/","https://www.shopmarketbasket.com/store-locations/hanover-massachusetts-market-basket-91/","Market Basket","Hanover Market Basket 91","2026-08-17","","4","official_organization_page","manual:round7:market-basket-hanover-91:010:2026-08-17","manual","verified"
"NAI-0033-0033-00440 FAC-00440-HANOVER-MA","","role_based","yes","Store main line","","","","781-826-2864","https://local.shaws.com/ma/hanover/35-columbia-rd.html","https://local.shaws.com/ma/hanover/35-columbia-rd.html","Shaw's","Shaw's Hanover","2026-08-17","","4","official_organization_page","manual:round7:shaws-hanover-0440:011:2026-08-17","manual","verified"
