canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Brockton Operator LLC","workplace","","","","","","508-580-6800","","","Brockton","MA","","","","","","","","public_phone","https://eohhs.ehs.state.ma.us/nursehome/FacilityInfo.aspx?Facility=0E4B","Massachusetts Executive Office of Health and Human Services","Brockton Post Acute Care facility information","2026-08-17","","5","public_registry","manual:round6:brockton-operator-llc:001:2026-08-17","manual","verified"
"Carvalho Grove Health & Rehab Center","workplace","","","","","https://alphasnf.com/our-facilities/carvalho-grove-center/","508-679-4866","","","Fall River","MA","","","","","","","","website;public_phone","https://alphasnf.com/our-facilities/carvalho-grove-center/","Alpha Healthcare Management","Carvalho Grove Health and Rehabilitation Center","2026-08-17","","4","contact_page","manual:round6:carvalho-grove-health-rehab-center:002:2026-08-17","manual","verified"
"Newfield House LLC","workplace","","","","","https://newfieldhouse.com/contact-us/","508-746-2999","","","Plymouth","MA","","","","","","","","website;public_phone","https://newfieldhouse.com/contact-us/","Newfield House","Contact Us","2026-08-17","","4","contact_page","manual:round6:newfield-house-llc:003:2026-08-17","manual","verified"
"St. Johns Nursing Home","workplace","","","","","","508-997-9396","","","New Bedford","MA","","","","","","","","public_phone","https://maseniorcare.org/facility-locator/brandon-woods-new-bedford","Massachusetts Senior Care Association","Brandon Woods of New Bedford","2026-08-17","","3","business_directory","manual:round6:st-johns-nursing-home:004:2026-08-17","manual","verified"
"The Oaks","workplace","","","","","https://lcca.com/locations/ma/the-oaks/contact","508-998-7807","","","New Bedford","MA","","","","","","","","website;public_phone","https://lcca.com/locations/ma/the-oaks/contact","Life Care Centers of America","The Oaks contact page","2026-08-17","","4","contact_page","manual:round6:the-oaks:005:2026-08-17","manual","verified"
"VIBRA HOSPITAL SOUTHEASTERN MASSACHUSETTS","workplace","","","","","https://vhmass.com/contact-us/","508-995-6900","","","New Bedford","MA","","","","","","","","website;public_phone","https://vhmass.com/contact-us/","Vibra Hospital of Southeastern Massachusetts","Contact Us","2026-08-17","","4","contact_page","manual:round6:vibra-hospital-southeastern-massachusetts:006:2026-08-17","manual","verified"
"60097 SUNRISE OF PLYMOUTH BEACH","workplace","","","","","","508-746-9733","","","Plymouth","MA","","","","","","","","public_phone","https://www.mass.gov/locations/sunrise-of-plymouth-beach","Commonwealth of Massachusetts","Sunrise of Plymouth Beach","2026-08-17","","5","public_registry","manual:round6:60097-sunrise-of-plymouth-beach:007:2026-08-17","manual","verified"
"KRE-BSL HUSKY WILLOW CROSSINGS OPERATION LLC","workplace","","","","","https://www.benchmarkseniorliving.com/senior-living/ma/mansfield/the-village-at-willow-crossings/","508-964-0382","","","Mansfield","MA","","","","","","","","website;public_phone","https://www.benchmarkseniorliving.com/senior-living/ma/mansfield/the-village-at-willow-crossings/","Benchmark Senior Living","The Village at Willow Crossings","2026-08-17","","4","contact_page","manual:round6:kre-bsl-husky-willow-crossings-operation-llc:008:2026-08-17","manual","verified"
"5020 - Halifax, MA","workplace","","","","","https://www.roadsafetraffic.com/massachusetts/","781-293-2100","","","Halifax","MA","","","","","","","","website;public_phone","https://www.roadsafetraffic.com/massachusetts/","RoadSafe Traffic Systems","Massachusetts locations","2026-08-17","","4","contact_page","manual:round6:5020-halifax-ma:009:2026-08-17","manual","verified"
"5021 - Halifax MA - Leasing","workplace","","","","","https://www.roadsafetraffic.com/massachusetts/","781-293-2100","","","Halifax","MA","","","","","","","","website;public_phone","https://www.roadsafetraffic.com/massachusetts/","RoadSafe Traffic Systems","Massachusetts locations","2026-08-17","","4","contact_page","manual:round6:5021-halifax-ma-leasing:010:2026-08-17","manual","verified"
