canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"MassCOSH","worker_center","Occupational safety training and immigrant worker advocacy","","","","https://www.masscosh.org/","617-825-7233","info@masscosh.org","42 Charles Street Suite D","Dorchester","MA","02122","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.masscosh.org/contact","MassCOSH","Contact MassCOSH","2026-08-18","","4","official_organization_page","manual:round11:masscosh:001:2026-08-18","manual","verified"
"Centro Comunitario de Trabajadores","worker_center","Immigrant worker rights and workplace safety","","","","https://cct-newbedford.org/","508-979-1961","info@cct-newbedford.org","1532 Acushnet Avenue","New Bedford","MA","02746","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://cct-newbedford.org/contact/","Centro Comunitario de Trabajadores","Contact","2026-08-18","","4","official_organization_page","manual:round11:centro-comunitario-de-trabajadores:002:2026-08-18","manual","verified"
"Brazilian Worker Center","worker_center","Immigrant worker rights and workplace safety","","","","https://braziliancenter.org/","617-783-8001","info@braziliancenter.org","14 Harvard Avenue Suite 2","Allston","MA","02134","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://braziliancenter.org/contact-us/","Brazilian Worker Center","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:brazilian-worker-center:003:2026-08-18","manual","verified"
"Chinese Progressive Association","worker_center","Community worker organizing and labor rights","","","","https://cpaboston.org/","617-357-4499","","28 Ash Street","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://cpaboston.org/","Chinese Progressive Association","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round11:chinese-progressive-association:004:2026-08-18","manual","verified"
"Justice at Work","worker_advocacy_organization","Labor rights legal services and worker-center support","","","","https://jatwork.org/","857-350-3873","","33 Harrison Avenue Suite 501","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://jatwork.org/contact/","Justice at Work","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:justice-at-work:005:2026-08-18","manual","verified"
"Women's Institute for Leadership Development","labor_organization","Women worker leadership and labor organizing","","","","https://wildlabor.org/","617-328-1696","info@wildlabor.org","108 Myrtle Street 4th Floor","Quincy","MA","02171","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://wildlabor.org/contact-us/","Women's Institute for Leadership Development","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:women-s-institute-for-leadership-development:006:2026-08-18","manual","verified"
"Massachusetts Jobs with Justice","labor_organization","Labor and worker coalition organizing","","","","https://www.massjwj.net/","617-524-8778","","375 Centre Street","Jamaica Plain","MA","02130","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.massjwj.net/contact-us","Massachusetts Jobs with Justice","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:massachusetts-jobs-with-justice:007:2026-08-18","manual","verified"
"Building Futures Rhode Island","workforce_training","Construction pre-apprenticeship and registered apprenticeship support","","","","https://www.bfri.org/","401-919-5919","","1 Acorn Street","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.bfri.org/contact/","Building Futures Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:building-futures-rhode-island:008:2026-08-18","manual","verified"
"Building Pathways Boston","workforce_training","Union construction pre-apprenticeship and workforce placement","","","","https://buildingpathwaysma.org/","617-238-5292","info@buildingpathwaysma.org","1705 Columbus Avenue","Roxbury","MA","02119","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://buildingpathwaysma.org/wp-content/uploads/2025/10/building-and-trades_2025.pdf","Building Pathways","Building and Construction Trades Apprenticeship Guide 2025","2026-08-18","","4","official_organization_document","manual:round11:building-pathways-boston:009:2026-08-18","manual","verified"
"Building Pathways South","workforce_training","Union construction pre-apprenticeship and workforce placement","","","","https://www.buildingpathwayssouth.com/","","buildingpathways.south@gmail.com","475 Myles Standish Boulevard","Taunton","MA","02780","","","","active","1","1","canonical_name;organization_type;industry;website;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.buildingpathwayssouth.com/about","Building Pathways South","About Us","2026-08-18","","4","official_organization_page","manual:round11:building-pathways-south:010:2026-08-18","manual","verified"
"Immigrants' Assistance Center","immigrant_community_nonprofit","Immigrant integration, workforce readiness, and citizenship services","","","","https://immigrantsassistancecenter.org/","508-996-8113","","58 Crapo Street","New Bedford","MA","02740","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://immigrantsassistancecenter.org/","Immigrants' Assistance Center","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round11:immigrants-assistance-center:011:2026-08-18","manual","verified"
"Haitians Community Partners Foundation","immigrant_community_nonprofit","Haitian migrant services and small-business support","","","","https://www.hcpfoundation.org/","508-588-0400","info@hcpfoundation.org","71 Legion Parkway Suite 22","Brockton","MA","02301","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.hcpfoundation.org/about/","Haitians Community Partners Foundation","About Us","2026-08-18","","4","official_organization_page","manual:round11:haitians-community-partners-foundation:012:2026-08-18","manual","verified"
"Quincy Asian Resources, Inc.","immigrant_community_nonprofit","Asian immigrant workforce and community services","","","","https://www.qariusa.org/","617-472-2200","info@quincyasianresources.org","275 Hancock Street Suite 205","Quincy","MA","02171","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.qariusa.org/","Quincy Asian Resources, Inc.","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round11:quincy-asian-resources-inc:013:2026-08-18","manual","verified"
"Cape Verdean Association in New Bedford","immigrant_community_nonprofit","Cape Verdean cultural and economic development","","","","https://www.cvanb.org/","508-999-5794","","1157 Acushnet Avenue","New Bedford","MA","02746","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://nbedc.org/cape-verdean-association-in-new-bedford-cva-nb/","New Bedford Economic Development Council","Cape Verdean Association in New Bedford","2026-08-18","","3","official_organization_directory","manual:round11:cape-verdean-association-in-new-bedford:014:2026-08-18","manual","verified"
"Asian American Civic Association","immigrant_community_nonprofit","Asian immigrant employment and workforce training","","","","https://aaca-boston.org/","617-426-9492","info@aaca-boston.org","87 Tyler Street 5th Floor","Boston","MA","02111","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://aacaboston.wordpress.com/aaca/contact-us/","Asian American Civic Association","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:asian-american-civic-association:015:2026-08-18","manual","verified"
