organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Massachusetts Center for Native American Awareness","","role_based","yes","Public community and cultural-program office","","","mcnaa@aol.com","617-642-1683","https://www.mcnaa.org/","https://www.mcnaa.org/","Massachusetts Center for Native American Awareness","Massachusetts Center for Native American Awareness","2026-08-18","","4","official_organization_page","manual:round17:massachusetts-center-native-american-awareness:001:2026-08-18","manual","verified"
"Wampanoag Tribe of Gay Head (Aquinnah)","","role_based","yes","Public tribal office","","","","508-645-9265","https://wampanoagtribe-nsn.gov/personnel","https://wampanoagtribe-nsn.gov/personnel","Wampanoag Tribe of Gay Head (Aquinnah)","Personnel and Tribal Office Contact","2026-08-18","","4","official_organization_page","manual:round17:wampanoag-tribe-gay-head-aquinnah:001:2026-08-18","manual","verified"
"Aquinnah Cultural Center","","role_based","yes","Public cultural-center office","","","","508-645-7900","https://www.aquinnah.org/","https://www.aquinnah.org/","Aquinnah Cultural Center","Aquinnah Cultural Center","2026-08-18","","4","official_organization_page","manual:round17:aquinnah-cultural-center:001:2026-08-18","manual","verified"
"Pokanoket Tribe","","role_based","yes","Public tribal and community office","","","contact@pokanokettribe.org","","https://www.pokanokettribe.org/about","https://www.pokanokettribe.org/about","Pokanoket Tribe","About Us","2026-08-18","","4","official_organization_page","manual:round17:pokanoket-tribe:001:2026-08-18","manual","verified"
"Seaconke Wampanoag Tribe","","role_based","yes","Public tribal and community office","","","seaconkewampanoagofficial@gmail.com","401-461-8222","https://www.seaconkewampanoag.org/contact","https://www.seaconkewampanoag.org/contact","Seaconke Wampanoag Tribe","Contact","2026-08-18","","4","official_organization_page","manual:round17:seaconke-wampanoag-tribe:001:2026-08-18","manual","verified"
"Wôpanâak Language Reclamation Project","","role_based","yes","Public language and cultural-program office","","","info@wlrp.org","774-602-5490","https://www.wlrp.org/","https://www.wlrp.org/","Wôpanâak Language Reclamation Project","Wôpanâak Language Reclamation Project","2026-08-18","","4","official_organization_page","manual:round17:wopanaak-language-reclamation-project:001:2026-08-18","manual","verified"
"Tomaquag Museum","","role_based","yes","Public museum office","","","","401-491-9063","https://www.tomaquagmuseum.org/contact-1","https://www.tomaquagmuseum.org/contact-1","Tomaquag Museum","Contact Us","2026-08-18","","4","official_organization_page","manual:round17:tomaquag-museum:001:2026-08-18","manual","verified"
"Nipmuc Nation","","role_based","yes","Public tribal-government office","","","","774-317-9138","https://www.nipmucnation.org/contact","https://www.nipmucnation.org/contact","Nipmuc Nation","Who To Contact - Tribal Government of the Nipmuc Nation","2026-08-18","","4","official_organization_page","manual:round17:nipmuc-nation:001:2026-08-18","manual","verified"
"Southeastern Massachusetts Agricultural Partnership","","role_based","yes","Public farmer-support and regional-program office","","","info@semaponline.org","","https://semaponline.org/contact-us","https://semaponline.org/contact-us","Southeastern Massachusetts Agricultural Partnership","Contact Us","2026-08-18","","4","official_organization_page","manual:round17:southeastern-massachusetts-agricultural-partnership:001:2026-08-18","manual","verified"
"Massachusetts Farm Bureau Federation","","role_based","yes","Public agricultural-association office","","","info@mfbf.net","508-481-4766","https://mfbf.net/","https://massachusetts-farm-bureau-federation.square.site/","Massachusetts Farm Bureau Federation","Massachusetts Farm Bureau Federation Contact","2026-08-18","","4","official_organization_page","manual:round17:massachusetts-farm-bureau-federation:001:2026-08-18","manual","verified"
"Farm Fresh Rhode Island","","role_based","yes","Public farm and food-program office","","","","401-312-4250","https://www.farmfreshri.org/programs/","https://www.farmfreshri.org/programs/","Farm Fresh Rhode Island","Programs","2026-08-18","","4","official_organization_page","manual:round17:farm-fresh-rhode-island:001:2026-08-18","manual","verified"
"Southside Community Land Trust","","role_based","yes","Public urban-agriculture and food-access office","","","sclt@southsideclt.org","401-273-9419","https://www.southsideclt.org/","https://www.southsideclt.org/","Southside Community Land Trust","Southside Community Land Trust","2026-08-18","","4","official_organization_page","manual:round17:southside-community-land-trust:001:2026-08-18","manual","verified"
"Urban Farming Institute of Boston","","role_based","yes","Public urban-farming and training office","","","info@urbanfarminginstitute.org","617-989-9920","https://www.urbanfarminginstitute.org/","https://www.boston.gov/departments/growboston/community-garden-and-urban-farm-directory","City of Boston","Community Garden and Urban Farm Directory","2026-08-18","","4","official_government_directory","manual:round17:urban-farming-institute-boston:001:2026-08-18","manual","verified"
"Massachusetts FFA Association","","role_based","yes","Public agricultural-education office","","","","","https://www.massffa.org/contact","https://www.massffa.org/contact","Massachusetts FFA Association","Contact","2026-08-18","","4","official_organization_page","manual:round17:massachusetts-ffa-association:001:2026-08-18","manual","verified"
"Rhode Island Food Policy Council","","role_based","yes","Public food-system policy office","","","info@rifoodcouncil.org","","https://rifoodcouncil.org/","https://rifoodcouncil.org/wp-content/uploads/2023/04/Food-Access-Nutrition-Security-Program-Director-RI-Food-Policy-Council-Department-of-Health-Commerce-Food-Justice.pdf","Rhode Island Food Policy Council","Food Access and Nutrition Security Program Director","2026-08-18","2023-04-01","4","official_organization_document","manual:round17:rhode-island-food-policy-council:001:2026-08-18","manual","verified"
"Plymouth County Conservation District","","role_based","yes","Public agricultural-conservation office","","","PlymouthCCD.Office@gmail.com","","https://www.plymouthconservation.org/","https://www.plymouthconservation.org/","Plymouth County Conservation District","Plymouth County Conservation District","2026-08-18","","4","official_organization_page","manual:round17:plymouth-county-conservation-district:001:2026-08-18","manual","verified"
"Massachusetts Lobstermen's Association","","role_based","yes","Public commercial-fishing association office","","","","781-545-6984","https://lobstermen.com/","https://lobstermen.com/","Massachusetts Lobstermen's Association","Massachusetts Lobstermen's Association","2026-08-18","","4","official_organization_page","manual:round17:massachusetts-lobstermens-association:001:2026-08-18","manual","verified"
"Sail Newport","","role_based","yes","Public sailing and maritime-education office","","","info@sailnewport.org","401-846-1983","https://sailnewport.org/about/contact-us/","https://sailnewport.org/about/contact-us/","Sail Newport","Contact Us","2026-08-18","","4","official_organization_page","manual:round17:sail-newport:001:2026-08-18","manual","verified"
"New Bedford Port Authority","","role_based","yes","Public port-authority office","","","","508-961-3000","https://portofnewbedford.org/contact/","https://portofnewbedford.org/contact/","New Bedford Port Authority","Contact","2026-08-18","","4","official_organization_page","manual:round17:new-bedford-port-authority:001:2026-08-18","manual","verified"
"Rhode Island Marine Trade Association","","role_based","yes","Public marine-trade association office","","","info@rimta.org","401-396-9619","https://rimta.org/","https://rimta.org/","Rhode Island Marine Trade Association","Rhode Island Marine Trade Association","2026-08-18","","4","official_organization_page","manual:round17:rhode-island-marine-trade-association:001:2026-08-18","manual","verified"
"Commercial Fisheries Research Foundation","","role_based","yes","Public fisheries-research office","","","admin@cfrfoundation.org","401-515-4892","https://www.cfrfoundation.org/contact-us","https://www.cfrfoundation.org/contact-us","Commercial Fisheries Research Foundation","Contact Us","2026-08-18","","4","official_organization_page","manual:round17:commercial-fisheries-research-foundation:001:2026-08-18","manual","verified"
"New Bedford Ocean Cluster","","role_based","yes","Public ocean-economy and maritime-program office","","","","508-474-8902","https://nboc.org/about/our-team/","https://nboc.org/about/our-team/","New Bedford Ocean Cluster","Our Team and Contact","2026-08-18","","4","official_organization_page","manual:round17:new-bedford-ocean-cluster:001:2026-08-18","manual","verified"
"Commercial Fisheries Center of Rhode Island","","role_based","yes","Public commercial-fisheries support office","","","","401-874-4568","https://www.cfcri.org/for-fishermen.html","https://www.cfcri.org/for-fishermen.html","Commercial Fisheries Center of Rhode Island","For Fishermen","2026-08-18","","4","official_organization_page","manual:round17:commercial-fisheries-center-rhode-island:001:2026-08-18","manual","verified"
"Community Boating Center of New Bedford","","role_based","yes","Public boating-education and youth-program office","","","cbc@communityboating.org","508-992-6219","https://www.communityboating.org/contact-cbc/","https://www.communityboating.org/contact-cbc/","Community Boating Center of New Bedford","Contact CBC","2026-08-18","","4","official_organization_page","manual:round17:community-boating-center-new-bedford:001:2026-08-18","manual","verified"
"YWCA Southeastern Massachusetts","","role_based","yes","Public community-program office","","","info@ywcasema.org","508-999-3255","https://ywcasema.org/contact/","https://ywcasema.org/contact/","YWCA Southeastern Massachusetts","Contact","2026-08-18","","4","official_organization_page","manual:round17:ywca-southeastern-massachusetts:001:2026-08-18","manual","verified"
"YWCA Rhode Island","","role_based","yes","Public community-program office","","","","401-769-7450","https://www.ywcari.org/donate.html","https://www.ywcari.org/donate.html","YWCA Rhode Island","Donate and Contact","2026-08-18","","4","official_organization_page","manual:round17:ywca-rhode-island:001:2026-08-18","manual","verified"
"Women's Fund Rhode Island","","role_based","yes","Public gender-equity and grantmaking office","","","info@wfri.org","401-262-5657","https://wfri.org/contact/","https://wfri.org/contact/","Women's Fund Rhode Island","Contact","2026-08-18","","4","official_organization_page","manual:round17:womens-fund-rhode-island:001:2026-08-18","manual","verified"
"Dress for Success Boston","","role_based","yes","Public workforce-support office","","","","617-779-2177","https://boston.dressforsuccess.org/contact/","https://boston.dressforsuccess.org/contact/","Dress for Success Boston","Contact","2026-08-18","","4","official_organization_page","manual:round17:dress-for-success-boston:001:2026-08-18","manual","verified"
"Women's Money Matters","","role_based","yes","Public financial-wellness program office","","","info@womensmoneymatters.org","617-297-7376","https://womensmoneymatters.org/get-involved/","https://womensmoneymatters.org/get-involved/","Women's Money Matters","Get Involved and Contact","2026-08-18","","4","official_organization_page","manual:round17:womens-money-matters:001:2026-08-18","manual","verified"
"Dignity Matters","","role_based","yes","Public basic-needs program office","","","","","https://www.dignity-matters.org/contact/","https://www.dignity-matters.org/contact/","Dignity Matters","Contact","2026-08-18","","4","official_organization_page","manual:round17:dignity-matters:001:2026-08-18","manual","verified"
"Rhode Island Coalition of Black Women","","role_based","yes","Public community and leadership-program office","","","info@ricbw.org","401-203-3066","https://www.ricbw.org/contact","https://www.ricbw.org/contact","Rhode Island Coalition of Black Women","Contact","2026-08-18","","4","official_organization_page","manual:round17:rhode-island-coalition-black-women:001:2026-08-18","manual","verified"
"Women's Bar Foundation","","role_based","yes","Public pro bono legal-services office","","","","617-973-6666","https://wbawbf.org/content/wbf","https://www.justice.gov/jmd/media/1401566/dl?inline=","United States Department of Justice","Free and Low Cost Legal Services - Massachusetts","2026-08-18","2026-01-01","4","official_government_directory","manual:round17:womens-bar-foundation:001:2026-08-18","manual","verified"
"1199SEIU Massachusetts","","role_based","yes","Public union office","","","","877-409-1199","https://www.1199seiu.org/massachusetts","https://www.1199seiu.org/massachusetts","1199SEIU","Massachusetts","2026-08-18","","4","official_organization_page","manual:round17:1199seiu-massachusetts:001:2026-08-18","manual","verified"
"IBEW Local 2222","","role_based","yes","Public union office","","","","617-929-6000","https://ibew2222.org/directions-to-2222/","https://ibew2222.org/directions-to-2222/","IBEW Local 2222","Directions to 2222","2026-08-18","","4","official_organization_page","manual:round17:ibew-local-2222:001:2026-08-18","manual","verified"
"Providence Teachers Union Local 958","","role_based","yes","Public union office","","","general@proteun.org","401-421-4014","https://proteun.org/who-we-are/","https://proteun.org/who-we-are/","Providence Teachers Union Local 958","Who We Are","2026-08-18","","4","official_organization_page","manual:round17:providence-teachers-union-local-958:001:2026-08-18","manual","verified"
"Massachusetts Organization of State Engineers and Scientists","","role_based","yes","Public union office","","","","617-367-2727","https://moses-ma.org/contact/","https://moses-ma.org/contact/","Massachusetts Organization of State Engineers and Scientists","Contact","2026-08-18","","4","official_organization_page","manual:round17:massachusetts-organization-state-engineers-scientists:001:2026-08-18","manual","verified"
"Massachusetts Correction Officers Federated Union","","role_based","yes","Public union office","","","","774-396-6477","https://www.mcofu.org/","https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=hvS0w46oEfUey9UWwnkaGHu75J35xrRUkgBlhgh+lrQ%3D","Massachusetts Secretary of the Commonwealth","2025 Lobbyist Registration Summary - Massachusetts Correction Officers Federated Union","2026-08-18","2026-01-01","4","official_government_directory","manual:round17:massachusetts-correction-officers-federated-union:001:2026-08-18","manual","verified"
"UMass Boston Classified Staff Union","","role_based","yes","Public union office","","","csu@umb.edu","617-878-8229","https://www.umb.edu/csu/contact/","https://www.umb.edu/csu/contact/","University of Massachusetts Boston Classified Staff Union","Contact","2026-08-18","","4","official_organization_page","manual:round17:umass-boston-classified-staff-union:001:2026-08-18","manual","verified"
"UMass Boston Graduate Employee Organization UAW Local 1596","","role_based","yes","Public union office","","","geo@umb.edu","617-287-3109","https://geoumb.org/about-geo/contact-us/","https://geoumb.org/about-geo/contact-us/","UMass Boston Graduate Employee Organization UAW Local 1596","Contact Us","2026-08-18","","4","official_organization_page","manual:round17:umass-boston-geo-uaw-local-1596:001:2026-08-18","manual","verified"
"New Bedford Educators Association","","role_based","yes","Public union office","","","nbeducators@yahoo.com","508-984-4441","https://nbeducators.org/contact/","https://nbeducators.org/contact/","New Bedford Educators Association","Contact","2026-08-18","","4","official_organization_page","manual:round17:new-bedford-educators-association:001:2026-08-18","manual","verified"
