organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Alzheimer's Association Massachusetts/New Hampshire Chapter","","role_based","yes","Dementia and caregiver-support public office","","","","617-868-6718","https://www.alz.org/manh/about?form=FUNYQHJJMCP","https://www.alz.org/manh/about?form=FUNYQHJJMCP","Alzheimer's Association Massachusetts/New Hampshire Chapter","About Our Chapter","2026-08-18","","4","official_organization_page","manual:round16:alzheimers-association-manh:001:2026-08-18","manual","verified"
"Alzheimer's Association Rhode Island Chapter","","role_based","yes","Dementia and caregiver-support public office","","","richapter@alz.org","401-421-0008","https://www.alz.org/ri/about","https://www.alz.org/ri/about","Alzheimer's Association Rhode Island Chapter","About Our Chapter","2026-08-18","","4","official_organization_page","manual:round16:alzheimers-association-ri:001:2026-08-18","manual","verified"
"HESSCO Elder Services","","role_based","yes","Aging and caregiver-services public office","","","info@hessco.org","781-784-4944","https://hessco.org/faq-page-1/","https://hessco.org/faq-page-1/","HESSCO Elder Services","Frequently Asked Questions","2026-08-18","","4","official_organization_page","manual:round16:hessco-elder-services:001:2026-08-18","manual","verified"
"Ethos","","role_based","yes","Aging and caregiver-services public office","","","","617-522-6700","https://www.ethocare.org/bhoap/","https://www.ethocare.org/bhoap/","Ethos","Behavioral Health Outreach for Aging Populations","2026-08-18","","4","official_organization_page","manual:round16:ethos:001:2026-08-18","manual","verified"
"Central Boston Elder Services","","role_based","yes","Aging and caregiver-services public office","","","","617-277-7416","https://centralboston.org/contact/","https://centralboston.org/contact/","Central Boston Elder Services","Contact","2026-08-18","","4","official_organization_page","manual:round16:central-boston-elder-services:001:2026-08-18","manual","verified"
"Boston Senior Home Care","","role_based","yes","Aging, disability, and caregiver-services public office","","","info@bshcinfo.org","617-451-6400","https://bshcinfo.org/job-board/","https://bshcinfo.org/job-board/","Boston Senior Home Care","Job Board and General Contact","2026-08-18","","4","official_organization_page","manual:round16:boston-senior-home-care:001:2026-08-18","manual","verified"
"Mystic Valley Elder Services","","role_based","yes","Aging and caregiver-services public office","","","info@mves.org","781-324-7705","https://mves.org/contact-us/","https://mves.org/contact-us/","Mystic Valley Elder Services","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:mystic-valley-elder-services:001:2026-08-18","manual","verified"
"Elder Services of Cape Cod and the Islands","","role_based","yes","Aging and caregiver-services public office","","","info@escci.org","508-394-4630","https://escci.org/","https://escci.org/","Elder Services of Cape Cod and the Islands","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:elder-services-cape-cod-islands:001:2026-08-18","manual","verified"
"Home Base","","role_based","yes","Veteran and family-support public office","","","homebaseprogram@partners.org","617-724-5202","https://homebase.org/about-us/contact/","https://homebase.org/about-us/contact/","Home Base","Contact Home Base","2026-08-18","","4","official_organization_page","manual:round16:home-base:001:2026-08-18","manual","verified"
"Homes For Our Troops","","role_based","yes","Veteran housing-support public office","","","info@hfotusa.org","866-787-6677","https://support.hfotusa.org/site/SPageServer?pagename=contact_thankyou","https://support.hfotusa.org/site/SPageServer?pagename=contact_thankyou","Homes For Our Troops","Contact Information","2026-08-18","","4","official_organization_page","manual:round16:homes-for-our-troops:001:2026-08-18","manual","verified"
"Veterans Legal Services","","role_based","yes","Veterans civil-legal-services public office","","","info@veteranslegalservices.org","857-317-4474","https://www.veteranslegalservices.org/","https://www.veteranslegalservices.org/","Veterans Legal Services","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:veterans-legal-services:001:2026-08-18","manual","verified"
"Brighton Marine","","role_based","yes","Veteran housing and community-services public office","","","feedback@brighton-marine.org","617-903-3107","https://www.brightonmarine.org/news-media?2b15152c_page=4","https://www.brightonmarine.org/news-media?2b15152c_page=4","Brighton Marine","News Media and General Inquiries","2026-08-18","","4","official_organization_page","manual:round16:brighton-marine:001:2026-08-18","manual","verified"
"Brockton Vet Center","","role_based","yes","Veteran counseling and transition-services public office","","","","508-580-2730","https://www.va.gov/brockton-vet-center/","https://www.va.gov/brockton-vet-center/","U.S. Department of Veterans Affairs","Brockton Vet Center","2026-08-18","","4","official_government_page","manual:round16:brockton-vet-center:001:2026-08-18","manual","verified"
"New Bedford Vet Center","","role_based","yes","Veteran counseling and transition-services public office","","","","508-999-6920","https://www.va.gov/new-bedford-vet-center/","https://www.va.gov/new-bedford-vet-center/","U.S. Department of Veterans Affairs","New Bedford Vet Center","2026-08-18","","4","official_government_page","manual:round16:new-bedford-vet-center:001:2026-08-18","manual","verified"
"Providence Vet Center","","role_based","yes","Veteran counseling and transition-services public office","","","","401-739-0167","https://www.va.gov/providence-vet-center/","https://www.va.gov/providence-vet-center/","U.S. Department of Veterans Affairs","Providence Vet Center","2026-08-18","","4","official_government_page","manual:round16:providence-vet-center:001:2026-08-18","manual","verified"
"Cape Cod Vet Center","","role_based","yes","Veteran counseling and transition-services public office","","","","508-778-0124","https://www.va.gov/cape-cod-vet-center/","https://www.va.gov/cape-cod-vet-center/","U.S. Department of Veterans Affairs","Cape Cod Vet Center","2026-08-18","","4","official_government_page","manual:round16:cape-cod-vet-center:001:2026-08-18","manual","verified"
"Boston Center for Independent Living","","role_based","yes","Independent-living and disability-advocacy public office","","","contactBCIL@bostoncil.org","617-338-6665","https://bostoncil.org/","https://bostoncil.org/","Boston Center for Independent Living","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round16:boston-center-independent-living:001:2026-08-18","manual","verified"
"Disability Law Center","","role_based","yes","Disability protection-and-advocacy public office","","","mail@dlc-ma.org","617-723-8455","https://www.dlc-ma.org/","https://www.mass.gov/info-details/council-members-staff-and-dd-network-representatives","Commonwealth of Massachusetts","Developmental Disabilities Network Representatives","2026-08-18","","4","official_government_directory","manual:round16:disability-law-center:001:2026-08-18","manual","verified"
"Disability Rights Rhode Island","","role_based","yes","Disability protection-and-advocacy public office","","","info@drri.org","401-831-3150","https://drri.org/contact-us/","https://drri.org/contact-us/","Disability Rights Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round16:disability-rights-rhode-island:001:2026-08-18","manual","verified"
"Ocean State Center for Independent Living","","role_based","yes","Independent-living and disability-services public office","","","info@oscil.org","401-738-1013","https://www.oscil.org/about/location-hours","https://www.oscil.org/about/location-hours","Ocean State Center for Independent Living","Locations and Hours","2026-08-18","","4","official_organization_page","manual:round16:ocean-state-center-independent-living:001:2026-08-18","manual","verified"
"The Autism Project","","role_based","yes","Autism education and family-support public office","","","","401-785-2666","https://theautismproject.org/about-us/who-we-are/contact-directions","https://theautismproject.org/about-us/who-we-are/contact-directions","The Autism Project","Contact and Directions","2026-08-18","","4","official_organization_page","manual:round16:the-autism-project:001:2026-08-18","manual","verified"
"Autism Alliance","","role_based","yes","Autism information and family-support public office","","","AutismAlliance@Advocates.org","508-652-9900","https://autismalliance.org/","https://www.mass.gov/info-details/autism-support-centers-list","Commonwealth of Massachusetts","Autism Support Centers List","2026-08-18","","4","official_government_directory","manual:round16:autism-alliance:001:2026-08-18","manual","verified"
