organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Health Care For All","","role_based","yes","Public health-insurance navigation office","","","","617-350-7279","https://hcfama.org/contact-us/","https://hcfama.org/contact-us/","Health Care For All","Contact Us","2026-08-18","","4","official_organization_page","manual:round18:health-care-for-all:001:2026-08-18","manual","verified"
"Rhode Island Parent Information Network","","role_based","yes","Public health, education, caregiver, and family-navigation office","","","info@ripin.org","401-270-0101","https://ripin.org/contact-us/","https://ripin.org/contact-us/","Rhode Island Parent Information Network","Contact Us","2026-08-18","","4","official_organization_page","manual:round18:rhode-island-parent-information-network:001:2026-08-18","manual","verified"
"Parent/Professional Advocacy League","","role_based","yes","Public family mental-health support and advocacy office","","","info@ppal.net","866-815-8122","https://ppal.net/contact/","https://ppal.net/contact/","Parent/Professional Advocacy League","Contact","2026-08-18","","4","official_organization_page","manual:round18:parent-professional-advocacy-league:001:2026-08-18","manual","verified"
"ALS ONE","","role_based","yes","Public ALS research and community-resource office","","","","","https://alsone.org/get-involved/","https://alsone.org/get-involved/","ALS ONE","Get Involved","2026-08-18","","4","official_organization_page","manual:round18:als-one:001:2026-08-18","manual","verified"
"American Parkinson Disease Association Massachusetts Chapter","","role_based","yes","Public Massachusetts information and referral office","","","apdama@apdaparkinson.org","617-638-8466","https://www.apdaparkinson.org/community/massachusetts/","https://www.apdaparkinson.org/community/massachusetts/","American Parkinson Disease Association","Massachusetts Chapter","2026-08-18","","4","official_organization_page","manual:round18:american-parkinson-disease-association-massachusetts:001:2026-08-18","manual","verified"
"Massachusetts Breast Cancer Coalition","","role_based","yes","Public prevention, education, and advocacy office","","","info@mbcc.org","617-376-6222","https://mbcc.org/contact/","https://mbcc.org/contact/","Massachusetts Breast Cancer Coalition","Contact","2026-08-18","","4","official_organization_page","manual:round18:massachusetts-breast-cancer-coalition:001:2026-08-18","manual","verified"
"Gloria Gemma Breast Cancer Resource Foundation","","role_based","yes","Public breast-cancer resource and wellness office","","","info@gloriagemma.org","401-861-4376","https://www.gloriagemma.org/about-us","https://www.gloriagemma.org/about-us","Gloria Gemma Breast Cancer Resource Foundation","About Us","2026-08-18","","4","official_organization_page","manual:round18:gloria-gemma-breast-cancer-resource-foundation:001:2026-08-18","manual","verified"
"Ellie Fund","","role_based","yes","Public patient-support and resource office","","","info@elliefund.org","781-449-0100","https://www.elliefund.org/","https://www.elliefund.org/","Ellie Fund","Ellie Fund","2026-08-18","","4","official_organization_page","manual:round18:ellie-fund:001:2026-08-18","manual","verified"
"Parents Helping Parents","","role_based","yes","Public parent-support office","","","info@parentshelpingparents.org","617-926-5008","https://parentshelpingparents.org/volunteer","https://parentshelpingparents.org/volunteer","Parents Helping Parents","Volunteer","2026-08-18","","4","official_organization_page","manual:round18:parents-helping-parents:001:2026-08-18","manual","verified"
"Families First Parenting Programs","","role_based","yes","Public parenting-program and family-support office","","","info@families-first.org","617-868-7687","https://www.families-first.org/who-we-are/contact-us/","https://www.families-first.org/who-we-are/contact-us/","Families First Parenting Programs","Contact Us","2026-08-18","","4","official_organization_page","manual:round18:families-first-parenting-programs:001:2026-08-18","manual","verified"
"Children's Friend","","role_based","yes","Public child and family-services office","","","","401-276-4300","https://childrensfriendri.org/volunteer/","https://childrensfriendri.org/volunteer/","Children's Friend","Volunteer","2026-08-18","","4","official_organization_page","manual:round18:childrens-friend:001:2026-08-18","manual","verified"
"Foster Forward","","role_based","yes","Public foster-youth and family-support office","","","","401-438-3900","https://www.fosterforward.net/contact-us","https://www.fosterforward.net/contact-us","Foster Forward","Contact Us","2026-08-18","","4","official_organization_page","manual:round18:foster-forward:001:2026-08-18","manual","verified"
"Adoption Rhode Island","","role_based","yes","Public adoption, permanency, and family-support office","","","adoptionri@adoptionri.org","401-865-6000","https://adoptionri.org/contact/","https://adoptionri.org/contact/","Adoption Rhode Island","Contact","2026-08-18","","4","official_organization_page","manual:round18:adoption-rhode-island:001:2026-08-18","manual","verified"
"Massachusetts Children's Alliance","","role_based","yes","Public children's advocacy and training office","","","maca@machildrensalliance.org","617-573-9800","https://machildrensalliance.org/worcester-cac-location/contact/","https://machildrensalliance.org/worcester-cac-location/contact/","Massachusetts Children's Alliance","Contact","2026-08-18","","4","official_organization_page","manual:round18:massachusetts-childrens-alliance:001:2026-08-18","manual","verified"
"Mothers for Justice & Equality","","role_based","yes","Public family leadership and community-justice office","","","info@mothersforjusticeandequality.org","617-516-8086","https://mothersforjusticeandequality.org/contact-us/","https://mothersforjusticeandequality.org/contact-us/","Mothers for Justice & Equality","Contact Us","2026-08-18","","4","official_organization_page","manual:round18:mothers-for-justice-equality:001:2026-08-18","manual","verified"
