organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"MassCOSH","","role_based","yes","Worker safety public office","","","info@masscosh.org","617-825-7233","https://www.masscosh.org/contact","https://www.masscosh.org/contact","MassCOSH","Contact MassCOSH","2026-08-18","","4","official_organization_page","manual:round11:masscosh:001:2026-08-18","manual","verified"
"Centro Comunitario de Trabajadores","","role_based","yes","Worker center public office","","","info@cct-newbedford.org","508-979-1961","https://cct-newbedford.org/contact/","https://cct-newbedford.org/contact/","Centro Comunitario de Trabajadores","Contact","2026-08-18","","4","official_organization_page","manual:round11:centro-comunitario-de-trabajadores:002:2026-08-18","manual","verified"
"Brazilian Worker Center","","role_based","yes","Worker center public office","","","info@braziliancenter.org","617-783-8001","https://braziliancenter.org/contact-us/","https://braziliancenter.org/contact-us/","Brazilian Worker Center","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:brazilian-worker-center:003:2026-08-18","manual","verified"
"Chinese Progressive Association","","role_based","yes","Worker center public office","","","","617-357-4499","https://cpaboston.org/","https://cpaboston.org/","Chinese Progressive Association","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round11:chinese-progressive-association:004:2026-08-18","manual","verified"
"Justice at Work","","role_based","yes","Worker advocacy public office","","","","857-350-3873","https://jatwork.org/contact/","https://jatwork.org/contact/","Justice at Work","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:justice-at-work:005:2026-08-18","manual","verified"
"Women's Institute for Leadership Development","","role_based","yes","Labor education public office","","","info@wildlabor.org","617-328-1696","https://wildlabor.org/contact-us/","https://wildlabor.org/contact-us/","Women's Institute for Leadership Development","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:women-s-institute-for-leadership-development:006:2026-08-18","manual","verified"
"Massachusetts Jobs with Justice","","role_based","yes","Labor coalition public office","","","","617-524-8778","https://www.massjwj.net/contact-us","https://www.massjwj.net/contact-us","Massachusetts Jobs with Justice","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:massachusetts-jobs-with-justice:007:2026-08-18","manual","verified"
"Building Futures Rhode Island","","role_based","yes","Apprenticeship program public office","","","","401-919-5919","https://www.bfri.org/contact/","https://www.bfri.org/contact/","Building Futures Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:building-futures-rhode-island:008:2026-08-18","manual","verified"
"Building Pathways Boston","","role_based","yes","Apprenticeship program public office","","","info@buildingpathwaysma.org","617-238-5292","https://buildingpathwaysma.org/wp-content/uploads/2025/10/building-and-trades_2025.pdf","https://buildingpathwaysma.org/wp-content/uploads/2025/10/building-and-trades_2025.pdf","Building Pathways","Building and Construction Trades Apprenticeship Guide 2025","2026-08-18","","4","official_organization_document","manual:round11:building-pathways-boston:009:2026-08-18","manual","verified"
"Building Pathways South","","role_based","yes","Apprenticeship program public office","","","buildingpathways.south@gmail.com","","https://www.buildingpathwayssouth.com/about","https://www.buildingpathwayssouth.com/about","Building Pathways South","About Us","2026-08-18","","4","official_organization_page","manual:round11:building-pathways-south:010:2026-08-18","manual","verified"
"Immigrants' Assistance Center","","role_based","yes","Immigrant services public office","","","","508-996-8113","https://immigrantsassistancecenter.org/","https://immigrantsassistancecenter.org/","Immigrants' Assistance Center","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round11:immigrants-assistance-center:011:2026-08-18","manual","verified"
"Haitians Community Partners Foundation","","role_based","yes","Immigrant services public office","","","info@hcpfoundation.org","508-588-0400","https://www.hcpfoundation.org/about/","https://www.hcpfoundation.org/about/","Haitians Community Partners Foundation","About Us","2026-08-18","","4","official_organization_page","manual:round11:haitians-community-partners-foundation:012:2026-08-18","manual","verified"
"Quincy Asian Resources, Inc.","","role_based","yes","Immigrant workforce public office","","","info@quincyasianresources.org","617-472-2200","https://www.qariusa.org/","https://www.qariusa.org/","Quincy Asian Resources, Inc.","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round11:quincy-asian-resources-inc:013:2026-08-18","manual","verified"
"Cape Verdean Association in New Bedford","","role_based","yes","Community services public office","","","","508-999-5794","https://nbedc.org/cape-verdean-association-in-new-bedford-cva-nb/","https://nbedc.org/cape-verdean-association-in-new-bedford-cva-nb/","New Bedford Economic Development Council","Cape Verdean Association in New Bedford","2026-08-18","","3","official_organization_directory","manual:round11:cape-verdean-association-in-new-bedford:014:2026-08-18","manual","verified"
"Asian American Civic Association","","role_based","yes","Immigrant workforce public office","","","info@aaca-boston.org","617-426-9492","https://aacaboston.wordpress.com/aaca/contact-us/","https://aacaboston.wordpress.com/aaca/contact-us/","Asian American Civic Association","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:asian-american-civic-association:015:2026-08-18","manual","verified"
"MIRA Coalition","","role_based","yes","Immigrant services public office","","","info@miracoalition.org","617-350-5480","https://www.mass.gov/info-details/ori-community-partners-directory","https://www.mass.gov/info-details/ori-community-partners-directory","Massachusetts Office for Refugees and Immigrants","ORI Community Partners Directory","2026-08-18","","5","government_directory","manual:round11:mira-coalition:016:2026-08-18","manual","verified"
"Refugee and Immigrant Assistance Center","","role_based","yes","Refugee services public office","","","riac@riacboston.org","617-238-2430","https://www.mass.gov/info-details/ori-community-partners-directory","https://www.mass.gov/info-details/ori-community-partners-directory","Massachusetts Office for Refugees and Immigrants","ORI Community Partners Directory","2026-08-18","","5","government_directory","manual:round11:refugee-and-immigrant-assistance-center:017:2026-08-18","manual","verified"
"Dorcas International Institute of Rhode Island","","role_based","yes","Refugee employment public office","","","info@diiri.org","401-784-8602","https://www.diiri.org/contact-us/","https://www.diiri.org/contact-us/","Dorcas International Institute of Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:dorcas-international-institute-of-rhode-island:018:2026-08-18","manual","verified"
"Refugee Dream Center","","role_based","yes","Refugee services public office","","","info@refugeedreamcenter.org","401-300-0544","https://www.refugeedreamcenter.org/contact-us/","https://www.refugeedreamcenter.org/contact-us/","Refugee Dream Center","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:refugee-dream-center:019:2026-08-18","manual","verified"
"Progreso Latino","","role_based","yes","Immigrant workforce public office","","","","401-728-5920","https://www.progresolatino.org/program-overview","https://www.progresolatino.org/program-overview","Progreso Latino","Program Overview","2026-08-18","","4","official_organization_page","manual:round11:progreso-latino:020:2026-08-18","manual","verified"
"Black Refugee & Immigrant Community Coalition - Brockton","","role_based","yes","Refugee services public office","","","briccboston@gmail.com","617-224-6471","https://www.briccboston.org/","https://www.briccboston.org/","Black Refugee & Immigrant Community Coalition","Home, Services, and Contact","2026-08-18","","4","official_organization_page","manual:round11:black-refugee-immigrant-community-coalition-brockton:021:2026-08-18","manual","verified"
"Massachusetts Alliance of Portuguese Speakers - Dorchester Office","","role_based","yes","Immigrant services public office","","","","617-825-5897","https://maps-inc.org/nossos-escritorios/?lang=pt-pt","https://maps-inc.org/nossos-escritorios/?lang=pt-pt","Massachusetts Alliance of Portuguese Speakers","Our Offices","2026-08-18","","4","official_organization_page","manual:round11:massachusetts-alliance-of-portuguese-speakers-dorchester-office:022:2026-08-18","manual","verified"
"Independence Associates","","role_based","yes","Independent living public office","","","info@iacil.org","508-583-2166","https://www.mass.gov/locations/independence-associates","https://www.mass.gov/locations/independence-associates","MassAbility","Independence Associates","2026-08-18","","5","government_directory","manual:round11:independence-associates:023:2026-08-18","manual","verified"
"The Arc of Greater Brockton","","role_based","yes","Disability employment public office","","","info@arcofgreaterbrockton.org","508-583-8030","https://arcofgreaterbrockton.org/contact/","https://arcofgreaterbrockton.org/contact/","The Arc of Greater Brockton","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:the-arc-of-greater-brockton:024:2026-08-18","manual","verified"
"The Arc of the South Shore","","role_based","yes","Disability employment public office","","","info@arcsouthshore.org","781-335-3023","https://arcsouthshore.org/file_download/cf9458ab-1f3a-4618-b7fd-0bdacb7ac1b2","https://arcsouthshore.org/file_download/cf9458ab-1f3a-4618-b7fd-0bdacb7ac1b2","The Arc of the South Shore","Current Organization Contact Document","2026-08-18","","4","official_organization_document","manual:round11:the-arc-of-the-south-shore:025:2026-08-18","manual","verified"
"Road to Responsibility","","role_based","yes","Disability employment public office","","","donations@rtrinc.org","781-834-1300","https://www.roadtoresponsibility.org/careerservices","https://www.roadtoresponsibility.org/careerservices","Road to Responsibility","Career Services for Adults with Disabilities","2026-08-18","","4","official_organization_page","manual:round11:road-to-responsibility:026:2026-08-18","manual","verified"
"WORK Inc. - South Coastal Office","","role_based","yes","Disability employment public office","","","","617-691-1731","https://www.workinc.org/locations","https://www.workinc.org/locations","WORK Inc.","Office Locations","2026-08-18","","4","official_organization_page","manual:round11:work-inc-south-coastal-office:027:2026-08-18","manual","verified"
"The Arc of Plymouth and Upper Cape Cod - Day and Employment Services","","role_based","yes","Disability employment public office","","","","508-732-9252","https://www.plymouthcapearc.org/contact","https://www.plymouthcapearc.org/contact","The Arc of Plymouth and Upper Cape Cod","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:the-arc-of-plymouth-and-upper-cape-cod-day-and-employment-services:028:2026-08-18","manual","verified"
"The Arc of Bristol County","","role_based","yes","Disability employment public office","","","","508-226-1445","https://www.arcnbc.org/who-we-are/contact.html","https://www.arcnbc.org/who-we-are/contact.html","The Arc of Bristol County","Contact","2026-08-18","","4","official_organization_page","manual:round11:the-arc-of-bristol-county:029:2026-08-18","manual","verified"
"Grow Associates Inc.","","role_based","yes","Disability employment public office","","","","781-961-6700","https://grow-associates.org/","https://grow-associates.org/","Grow Associates Inc.","Home and Contact Information","2026-08-18","","4","official_organization_page","manual:round11:grow-associates-inc:030:2026-08-18","manual","verified"
"Amego Inc.","","role_based","yes","Disability services public office","","","","508-455-6200","https://www.amegoinc.org/contact-us","https://www.amegoinc.org/contact-us","Amego Inc.","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:amego-inc:031:2026-08-18","manual","verified"
"Friendship Home","","role_based","yes","Disability employment public office","","","","781-659-8202","https://friendshiphome.net/our-programs/bridges-to-work/","https://friendshiphome.net/our-programs/bridges-to-work/","Friendship Home","Bridges to Work","2026-08-18","","4","official_organization_page","manual:round11:friendship-home:032:2026-08-18","manual","verified"
"South Shore Support Services","","role_based","yes","Disability services public office","","","info@soshoresupport.org","781-331-7870","https://soshoresupport.org/services/","https://soshoresupport.org/services/","South Shore Support Services","Services","2026-08-18","","4","official_organization_page","manual:round11:south-shore-support-services:033:2026-08-18","manual","verified"
"The Nemasket Group","","role_based","yes","Disability employment public office","","","","508-999-4436","https://nemasketgroup.org/contact-us/","https://nemasketgroup.org/contact-us/","The Nemasket Group","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:the-nemasket-group:034:2026-08-18","manual","verified"
"Veterans Transition House","","role_based","yes","Veteran services public office","","","info@vetshouse.org","508-992-5313","https://www.vetshouse.org/contact/","https://www.vetshouse.org/contact/","Veterans Transition House","Contact Us","2026-08-18","","4","official_organization_page","manual:round11:veterans-transition-house:035:2026-08-18","manual","verified"
"Operation Stand Down Rhode Island","","role_based","yes","Veteran employment public office","","","osdri@osdri.org","401-383-4730","https://osdri.org/contact/","https://osdri.org/contact/","Operation Stand Down Rhode Island","Contact OSDRI","2026-08-18","","4","official_organization_page","manual:round11:operation-stand-down-rhode-island:036:2026-08-18","manual","verified"
"Cape and Islands Veterans Outreach Center","","role_based","yes","Veteran services public office","","","info@capeveterans.com","508-778-1590","https://capeveterans.com/","https://capeveterans.com/","Cape and Islands Veterans Outreach Center","Veteran Outreach and Contact","2026-08-18","","4","official_organization_page","manual:round11:cape-and-islands-veterans-outreach-center:037:2026-08-18","manual","verified"
"New England Center and Home for Veterans","","role_based","yes","Veteran services public office","","","","617-371-1800","https://nechv.org/contact/","https://nechv.org/contact/","New England Center and Home for Veterans","Contact","2026-08-18","","4","official_organization_page","manual:round11:new-england-center-and-home-for-veterans:038:2026-08-18","manual","verified"
