canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Bridgewater","workplace","","","","","https://www.barrettdistribution.com/boston","508-337-4999","","","Bridgewater","MA","","","","","","","","website;public_phone","https://www.barrettdistribution.com/boston","Barrett Distribution Centers","Boston Region Fulfillment Centers","2026-08-17","","4","official_organization_page","manual:round8:barrett-bridgewater:001:2026-08-17","manual","verified"
"BridgewaterRaynham","workplace","","","","","https://bridge-rayn.org/","508-279-2140","","","Bridgewater","MA","","","","","","","","website;public_phone","https://bridge-rayn.org/en-US/human-resources-55b0eca9/employee-links-5680fbad","Bridgewater-Raynham Regional School District","Employee Links and District Contact","2026-08-17","","4","official_organization_page","manual:round8:bridgewater-raynham-contact:002:2026-08-17","manual","verified"
"BridgewaterRaynham","workplace","","","","","","","","","Bridgewater","MA","","","","5458","","","","estimated_reach","https://profiles.doe.mass.edu/analysis/enrollment.aspx?compareorg=&orgcode=06250000&orgtypecode=5","Massachusetts Department of Elementary and Secondary Education","Bridgewater-Raynham Enrollment 2025-26","2026-08-17","2026-01-01","5","public_registry","manual:round8:bridgewater-raynham-enrollment:003:2026-08-17","manual","verified"
"67570004 BROCKTON","workplace","","","","","https://www.bmchealthsystem.org/bmc-south","508-427-3000","","","Brockton","MA","","","","","","","","website;public_phone","https://www.bmchealthsystem.org/bmc-south","Boston Medical Center Health System","Boston Medical Center South","2026-08-17","","4","official_organization_page","manual:round8:bmc-south-brockton:004:2026-08-17","manual","verified"
"67570007 BROCKTON BEHAVIORAL HEALTH","workplace","","","","","","508-408-9200","","","Brockton","MA","","","","","","","","public_phone","https://hhsvgapps03.hhs.state.ma.us/elicensing-pubweb/prog/main.htm?cityId=45&initialLetter=B","Massachusetts Bureau of Substance Addiction Services","BMC South Brockton Behavioral Health Center License","2026-08-17","","5","public_registry","manual:round8:bmc-south-behavioral-health:005:2026-08-17","manual","verified"
"Royal Braintree Rehabilitation and Nursing Center","workplace","","","","","https://braintree.royalhealthgroup.com/","","","","Braintree","MA","","","","","","","","website","https://braintree.royalhealthgroup.com/","Royal Health Group","Royal Braintree Rehabilitation and Nursing Center","2026-08-17","","4","official_organization_page","manual:round8:royal-braintree-site:006:2026-08-17","manual","verified"
"Royal Braintree Rehabilitation and Nursing Center","workplace","","","","","","781-848-3678","","","Braintree","MA","","","","","","","","public_phone","https://eohhs.ehs.state.ma.us/nursehome/FacilityInfo.aspx?Facility=0414","Massachusetts Executive Office of Health and Human Services","Royal Braintree Facility Information","2026-08-17","","5","public_registry","manual:round8:royal-braintree-registry:007:2026-08-17","manual","verified"
"Massachusetts Treatment Center","workplace","","","","","https://www.mass.gov/locations/massachusetts-treatment-center","508-279-8100","","","Bridgewater","MA","","","","","","","","website;public_phone","https://www.mass.gov/locations/massachusetts-treatment-center","Commonwealth of Massachusetts","Massachusetts Treatment Center","2026-08-17","","5","public_registry","manual:round8:massachusetts-treatment-center:008:2026-08-17","manual","verified"
"Old Colony Correctional Center","workplace","","","","","https://www.mass.gov/locations/old-colony-correctional-center","508-279-6000","","","Bridgewater","MA","","","","","","","","website;public_phone","https://www.mass.gov/locations/old-colony-correctional-center","Commonwealth of Massachusetts","Old Colony Correctional Center","2026-08-17","","5","public_registry","manual:round8:old-colony-correctional-center:009:2026-08-17","manual","verified"
"Acme Smoked Fish - MA","workplace","","","","","https://acmesmokedfish.com/","508-427-5577","","","Brockton","MA","","","","","","","","website;public_phone","https://acmesmokedfish.com/pages/contact","Acme Smoked Fish","Contact","2026-08-17","","4","contact_page","manual:round8:acme-smoked-fish-brockton:010:2026-08-17","manual","verified"
