organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Centerline Communications HQ (MA)","","role_based","yes","General inquiries","","","contact@clinellc.com","844-748-8878","https://cdn.centerlinecommunications.com/contact-us","https://cdn.centerlinecommunications.com/contact-us","Centerline Communications","Contact Us","2026-08-17","","4","contact_page","manual:round2:centerline-communications-hq-ma:001:2026-08-17","manual","verified"
"Sunrun Inc-695 Myles Standish Blvd","","role_based","yes","Customer support","","","","855-478-6786","https://www.sunrun.com/contact-us","https://www.sunrun.com/contact-us","Sunrun","Contact Us","2026-08-17","","4","contact_page","manual:round2:sunrun-inc-695-myles-standish-blvd:002:2026-08-17","manual","verified"
"D'Allessandro Corp","","role_based","yes","General inquiries","","","info@dallessandro.com","508-559-6400","https://dallessandro.com/contact-us/","https://dallessandro.com/contact-us/","D'Allessandro Corporation","Contact Us","2026-08-17","","4","contact_page","manual:round2:d-allessandro-corp:003:2026-08-17","manual","verified"
"Energy Electrical Contractors","","role_based","yes","Main office","","","","508-278-3200","https://energyelectricne.com/contact.html","https://energyelectricne.com/contact.html","Energy Electrical Contractors","Contact","2026-08-17","","4","contact_page","manual:round2:energy-electrical-contractors:004:2026-08-17","manual","verified"
"Morton Hospital","","role_based","yes","Main hospital line","","","","508-828-7000","https://www.brownhealth.org/locations/morton-hospital/contact-us","https://www.brownhealth.org/locations/morton-hospital/contact-us","Brown University Health","Contact Morton Hospital","2026-08-17","","4","contact_page","manual:round2:morton-hospital:005:2026-08-17","manual","verified"
"Xfinity Center","","role_based","yes","Guest services","","","xfinityguestservices@livenation.com","508-339-2331","https://www.xfinitycenteramp.com/drinks","https://www.xfinitycenteramp.com/drinks","Xfinity Center","Drinks and Guest Services","2026-08-17","","4","contact_page","manual:round2:xfinity-center:006:2026-08-17","manual","verified"
"GTR Manufacturing LLC","","role_based","yes","Main office","","","","508-588-3240","https://gtrmfg.com/contact-us/","https://gtrmfg.com/contact-us/","GTR Manufacturing","Contact Us","2026-08-17","","4","contact_page","manual:round2:gtr-manufacturing-llc:007:2026-08-17","manual","verified"
"GTR Finishing","","role_based","yes","Main office","","","","508-588-3240","https://gtrmfg.com/contact-us/","https://gtrmfg.com/contact-us/","GTR Manufacturing","Contact Us","2026-08-17","","4","contact_page","manual:round2:gtr-finishing:008:2026-08-17","manual","verified"
"GTR Protoplus","","role_based","yes","Taunton facility","","","","508-738-6753","https://gtrmfg.com/rapid-prototyping-electromechanical-assembly-taunton-ma/","https://gtrmfg.com/rapid-prototyping-electromechanical-assembly-taunton-ma/","GTR Manufacturing","Taunton Rapid Prototyping and Assembly","2026-08-17","","4","contact_page","manual:round2:gtr-protoplus:009:2026-08-17","manual","verified"
"WHITMAN TOOL & DIE CO INC.","","role_based","yes","Sales inquiries","","","sales@whitmantool.com","781-447-0421","https://www.whitmantoolanddie.com/contact-us/","https://www.whitmantoolanddie.com/contact-us/","Whitman Tool & Die","Contact Us","2026-08-17","","4","contact_page","manual:round2:whitman-tool-die-co-inc:010:2026-08-17","manual","verified"
"Future Foam Pouring Plant - Mansfield","","role_based","yes","Mansfield facility","","","mansfield@futurefoam.com","508-339-0354","https://www.futurefoam.com/facility/mansfield-ma/","https://www.futurefoam.com/facility/mansfield-ma/","Future Foam","Mansfield, Massachusetts Facility","2026-08-17","","4","contact_page","manual:round2:future-foam-pouring-plant-mansfield:011:2026-08-17","manual","verified"
"Fabreeka International Inc","","role_based","yes","General inquiries","","","info@fabreeka.com","781-341-3655","https://www.fabreeka.com/contact/","https://www.fabreeka.com/contact/","Fabreeka","Contact","2026-08-17","","4","contact_page","manual:round2:fabreeka-international-inc:012:2026-08-17","manual","verified"
"GenServ","","role_based","yes","General inquiries","","","info@genservcorp.com","508-492-5130","https://www.genservcorp.com/contact/","https://www.genservcorp.com/contact/","GenServ","Contact","2026-08-17","","4","contact_page","manual:round2:genserv:013:2026-08-17","manual","verified"
"Chadwick-Baross Inc Whitman","","role_based","yes","Whitman branch","","","","339-469-2558","https://www.chadwick-baross.com/locations/whitman-ma/","https://www.chadwick-baross.com/locations/whitman-ma/","Chadwick-BaRoss","Whitman, MA Location","2026-08-17","","4","contact_page","manual:round2:chadwick-baross-inc-whitman:014:2026-08-17","manual","verified"
