organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Bridgewater","","role_based","yes","Facility main line","","","","508-337-4999","https://www.barrettdistribution.com/boston","https://www.barrettdistribution.com/boston","Barrett Distribution Centers","Boston Region Fulfillment Centers","2026-08-17","","4","official_organization_page","manual:round8:barrett-bridgewater:001:2026-08-17","manual","verified"
"BridgewaterRaynham","","role_based","yes","District administrative office","","","","508-279-2140","https://bridge-rayn.org/en-US/human-resources-55b0eca9/employee-links-5680fbad","https://bridge-rayn.org/en-US/human-resources-55b0eca9/employee-links-5680fbad","Bridgewater-Raynham Regional School District","Employee Links and District Contact","2026-08-17","","4","official_organization_page","manual:round8:bridgewater-raynham-contact:002:2026-08-17","manual","verified"
"67570004 BROCKTON","","role_based","yes","Hospital main line","","","","508-427-3000","https://www.bmchealthsystem.org/bmc-south","https://www.bmchealthsystem.org/bmc-south","Boston Medical Center Health System","Boston Medical Center South","2026-08-17","","4","official_organization_page","manual:round8:bmc-south-brockton:004:2026-08-17","manual","verified"
"67570007 BROCKTON BEHAVIORAL HEALTH","","role_based","yes","Facility main line","","","","508-408-9200","https://hhsvgapps03.hhs.state.ma.us/elicensing-pubweb/prog/main.htm?cityId=45&initialLetter=B","https://hhsvgapps03.hhs.state.ma.us/elicensing-pubweb/prog/main.htm?cityId=45&initialLetter=B","Massachusetts Bureau of Substance Addiction Services","BMC South Brockton Behavioral Health Center License","2026-08-17","","5","public_registry","manual:round8:bmc-south-behavioral-health:005:2026-08-17","manual","verified"
"Royal Braintree Rehabilitation and Nursing Center","","role_based","yes","Facility main line","","","","781-848-3678","https://eohhs.ehs.state.ma.us/nursehome/FacilityInfo.aspx?Facility=0414","https://eohhs.ehs.state.ma.us/nursehome/FacilityInfo.aspx?Facility=0414","Massachusetts Executive Office of Health and Human Services","Royal Braintree Facility Information","2026-08-17","","5","public_registry","manual:round8:royal-braintree-registry:007:2026-08-17","manual","verified"
"Massachusetts Treatment Center","","role_based","yes","Facility main line","","","","508-279-8100","https://www.mass.gov/locations/massachusetts-treatment-center","https://www.mass.gov/locations/massachusetts-treatment-center","Commonwealth of Massachusetts","Massachusetts Treatment Center","2026-08-17","","5","public_registry","manual:round8:massachusetts-treatment-center:008:2026-08-17","manual","verified"
"Old Colony Correctional Center","","role_based","yes","Facility main line","","","","508-279-6000","https://www.mass.gov/locations/old-colony-correctional-center","https://www.mass.gov/locations/old-colony-correctional-center","Commonwealth of Massachusetts","Old Colony Correctional Center","2026-08-17","","5","public_registry","manual:round8:old-colony-correctional-center:009:2026-08-17","manual","verified"
"Acme Smoked Fish - MA","","role_based","yes","Facility main line","","","","508-427-5577","https://acmesmokedfish.com/pages/contact","https://acmesmokedfish.com/pages/contact","Acme Smoked Fish","Contact","2026-08-17","","4","contact_page","manual:round8:acme-smoked-fish-brockton:010:2026-08-17","manual","verified"
"Evans Machine Company Inc.","","role_based","yes","General inquiries","","","","508-584-8085","https://emievans.com/contact-emi","https://emievans.com/contact-emi","Evans Machine Company","Contact EMI","2026-08-17","","4","contact_page","manual:round8:evans-machine-brockton:011:2026-08-17","manual","verified"
"Kenworth Brockton","","role_based","yes","Dealership main line","","","","781-341-0008","https://www.kenworthne.com/locations/brockton-ma/","https://www.kenworthne.com/locations/brockton-ma/","Kenworth Northeast","Brockton Massachusetts Location","2026-08-17","","4","official_organization_page","manual:round8:kenworth-brockton:012:2026-08-17","manual","verified"
"FR","","role_based","yes","Facility main line","","","","508-679-8384","https://millstonemedical.com/","https://safer.fmcsa.dot.gov/query.asp?query_param=USDOT&query_string=1664112&query_type=queryCarrierSnapshot&searchtype=ANY","Federal Motor Carrier Safety Administration","Company Snapshot - Millstone Medical Outsourcing","2026-08-17","","5","public_registry","manual:round8:millstone-fall-river-fmcsa:014:2026-08-17","manual","verified"
"1495 - Kingston","","role_based","yes","Store main line","","","","781-585-5825","https://www.target.com/sl/kingston/1495","https://www.target.com/sl/kingston/1495","Target","Kingston Store 1495","2026-08-17","","4","official_organization_page","manual:round8:target-kingston-1495:015:2026-08-17","manual","verified"
"L. Knife & Son","","role_based","yes","General inquiries","","","","781-585-5165","https://www.lknifeandson.com/contact/","https://www.lknifeandson.com/contact/","L. Knife & Son","Contact","2026-08-17","","4","contact_page","manual:round8:l-knife-and-son:016:2026-08-17","manual","verified"
"BOSTON_PAC - Boston Perf Arts - Comcast Ctr","","role_based","yes","Guest services","","","xfinityguestservices@livenation.com","508-339-2331","https://www.xfinitycenteramp.com/","https://www.xfinitycenteramp.com/","Xfinity Center","Venue Contact Information","2026-08-17","","4","official_organization_page","manual:round8:xfinity-center-mansfield:017:2026-08-17","manual","verified"
"767 Mansfield-MA","","role_based","yes","Store main line","","","","508-339-1817","https://www.kohls.com/stores/ma/mansfield-767.shtml","https://www.kohls.com/stores/ma/mansfield-767.shtml","Kohl's","Mansfield Store 767","2026-08-17","","4","official_organization_page","manual:round8:kohls-mansfield-767:018:2026-08-17","manual","verified"
"NEXTGEN Mansfield","","role_based","yes","Vendor main line","","","","781-986-6161","https://www.commbuys.com/bso/external/purchaseorder/poSummary.sdo?docId=PO-22-1080-OSD03-SRC3-24766&parentUrl=close&releaseNbr=0","https://www.commbuys.com/bso/external/purchaseorder/poSummary.sdo?docId=PO-22-1080-OSD03-SRC3-24766&parentUrl=close&releaseNbr=0","Commonwealth of Massachusetts COMMBUYS","NextGen Supply Purchase Order Vendor Record","2026-08-17","","5","public_registry","manual:round8:nextgen-mansfield:019:2026-08-17","manual","verified"
"U.S. Lumber - Boston","","role_based","yes","Distribution center main line","","","","800-222-6255","https://www.uslumber.com/locations/boston-distribution-center/","https://www.uslumber.com/locations/boston-distribution-center/","U.S. Lumber","Boston Distribution Center","2026-08-17","","4","official_organization_page","manual:round8:us-lumber-mansfield:020:2026-08-17","manual","verified"
"4 Fish Island Northern Pelagic Group LLC.","","role_based","yes","General inquiries","","","info@norpel.com","508-979-1171","https://www.norpel.com/contact","https://www.norpel.com/contact","Northern Pelagic Group","Contact","2026-08-17","","4","contact_page","manual:round8:norpel-new-bedford:021:2026-08-17","manual","verified"
"226_343","","role_based","yes","Facility inquiries","","","Info@PlymouthRHCC.com","508-746-4343","https://plymouthrehab.com/contact-us/","https://plymouthrehab.com/contact-us/","Plymouth Rehabilitation and Health Care Center","Contact Us","2026-08-17","","4","contact_page","manual:round8:plymouth-rehab:022:2026-08-17","manual","verified"
"Town of Plymouth- General Govt.","","role_based","yes","Town Hall main line","","","","508-747-1620","https://www.plymouth-ma.gov/Directory.aspx?did=8","https://www.plymouth-ma.gov/Directory.aspx?did=8","Town of Plymouth","Town Hall Directory","2026-08-17","","5","public_registry","manual:round8:town-of-plymouth:023:2026-08-17","manual","verified"
"3325 - North Quincy T Station","","role_based","yes","Store main line","","","","617-706-9953","https://www.target.com/sl/north-quincy-t-station/3325","https://www.target.com/sl/north-quincy-t-station/3325","Target","North Quincy T Station Store 3325","2026-08-17","","4","official_organization_page","manual:round8:target-north-quincy-3325:024:2026-08-17","manual","verified"
"Bay State Milling - Quincy/Corporate/Remote","","role_based","yes","Corporate main line","","","","800-553-5687","https://baystatemilling.com/about-us/","https://baystatemilling.com/about-us/","Bay State Milling","About Us and Corporate Contact","2026-08-17","","4","official_organization_page","manual:round8:bay-state-milling-quincy:025:2026-08-17","manual","verified"
"Brookdale Senior Living","","role_based","yes","Community main line","","","","617-472-4457","https://discoveryvillagequincybay.seniorlivingnearme.com/contact-us","https://discoveryvillagequincybay.seniorlivingnearme.com/contact-us","Discovery Village Quincy Bay","Contact Us","2026-08-17","","4","contact_page","manual:round8:discovery-village-quincy-bay:026:2026-08-17","manual","verified"
"FedEx 310 PARAMOUNT DR","","role_based","yes","Ship center main line","","","","800-463-3339","https://local.fedex.com/en-us/ma/raynham/pyma","https://local.fedex.com/en-us/ma/raynham/pyma","FedEx","Raynham FedEx Ship Center","2026-08-17","","4","official_organization_page","manual:round8:fedex-raynham:027:2026-08-17","manual","verified"
"1","","role_based","yes","General inquiries","","","info@romeiroslandscaping.com","781-297-5201","https://www.romeiroslandscaping.com/contact","https://www.romeiroslandscaping.com/contact","Romeiro's Landscaping","Contact","2026-08-17","","4","contact_page","manual:round8:romeiros-stoughton:028:2026-08-17","manual","verified"
"Foodservice Boston - 0561","","role_based","yes","Distribution center main line","","","","800-669-6040","https://www.performancefoodservice.com/our-locations/boston/","https://www.performancefoodservice.com/our-locations/boston/","Performance Foodservice","Boston Location","2026-08-17","","4","official_organization_page","manual:round8:performance-foodservice-taunton:029:2026-08-17","manual","verified"
