organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Greater Southeastern Massachusetts Labor Council","","role_based","yes","Labor council public office","","","clcpresident@verizon.net","508-992-5475","https://massaflcio.org/central-labor-councils","https://massaflcio.org/central-labor-councils","Massachusetts AFL-CIO","Central Labor Councils","2026-08-17","","4","official_organization_page","manual:round9:greater-southeastern-ma-labor-council:001:2026-08-17","manual","verified"
"Plymouth-Bristol Central Labor Council","","role_based","yes","Labor council public office","","","brockton144hill@aol.com","508-930-2785","https://massaflcio.org/central-labor-councils","https://massaflcio.org/central-labor-councils","Massachusetts AFL-CIO","Central Labor Councils","2026-08-17","","4","official_organization_page","manual:round9:plymouth-bristol-labor-council:002:2026-08-17","manual","verified"
"Massachusetts Nurses Association","","role_based","yes","Association public office","","","MNAinfo@mnarn.org","781-821-4625","https://www.massnurses.org/about-mna/contact-us/","https://www.massnurses.org/about-mna/contact-us/","Massachusetts Nurses Association","Contact Us","2026-08-17","","4","official_organization_page","manual:round9:massachusetts-nurses-association:003:2026-08-17","manual","verified"
"Massachusetts Teachers Association","","role_based","yes","Association public office","","","","617-878-8000","https://www.massteacher.org/our-offices","https://www.massteacher.org/our-offices","Massachusetts Teachers Association","Our Offices","2026-08-17","","4","official_organization_page","manual:round9:massachusetts-teachers-association:004:2026-08-17","manual","verified"
"SEIU Local 888","","role_based","yes","Union hall public office","","","myunion@seiu888.org","617-241-3300","https://www.seiu888.org/about/","https://www.seiu888.org/about/","SEIU Local 888","About Local 888","2026-08-17","","4","official_organization_page","manual:round9:seiu-local-888:005:2026-08-17","manual","verified"
"National Association of Government Employees (NAGE/SEIU)","","role_based","yes","Union headquarters public office","","","","617-376-0220","https://members.nage.org/","https://members.nage.org/","National Association of Government Employees","NAGE Member Home and Headquarters Contact","2026-08-17","","4","official_organization_page","manual:round9:nage-seiu:006:2026-08-17","manual","verified"
"AFT Massachusetts","","role_based","yes","Federation public office","","","","617-423-3342","https://ma.aft.org/contact-us","https://ma.aft.org/contact-us","AFT Massachusetts","Contact Us","2026-08-17","","4","official_organization_page","manual:round9:aft-massachusetts:007:2026-08-17","manual","verified"
"UFCW Local 328","","role_based","yes","Union hall public office","","","","401-861-0300","https://ufcw328.org/contact/","https://ufcw328.org/contact/","UFCW Local 328","Contact","2026-08-17","","4","official_organization_page","manual:round9:ufcw-local-328:008:2026-08-17","manual","verified"
"UWUA Local 369","","role_based","yes","Union hall public office","","","","781-848-3740","https://uwua369.org/contact-us/","https://uwua369.org/contact-us/","UWUA Local 369","Contact Us","2026-08-17","","4","official_organization_page","manual:round9:uwua-local-369:009:2026-08-17","manual","verified"
"IUOE Local 4","","role_based","yes","Union hall public office","","","office@iuoelocal4.org","508-533-1433","https://www.iuoelocal4.org/contact-us/our-offices/","https://www.iuoelocal4.org/contact-us/our-offices/","IUOE Local 4","Our Offices","2026-08-17","","4","official_organization_page","manual:round9:iuoe-local-4:010:2026-08-17","manual","verified"
