organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"2603 BRIDGEWATER","","role_based","yes","Store main line","","","","508-697-0327","https://www.homedepot.com/l/Bridgewater/MA/Bridgewater/02324/2603","https://www.homedepot.com/l/Bridgewater/MA/Bridgewater/02324/2603","The Home Depot","Bridgewater Home Depot Store #2603","2026-08-17","","4","contact_page","manual:round4:2603-bridgewater:001:2026-08-17","manual","verified"
"2611 BROCKTON","","role_based","yes","Store main line","","","","508-427-9970","https://www.homedepot.com/l/Brockton/MA/Brockton/02302/2611","https://www.homedepot.com/l/Brockton/MA/Brockton/02302/2611","The Home Depot","Brockton Home Depot Store #2611","2026-08-17","","4","contact_page","manual:round4:2611-brockton:002:2026-08-17","manual","verified"
"2677 TAUNTON","","role_based","yes","Store main line","","","","508-823-0960","https://www.homedepot.com/l/Taunton/MA/Taunton/02780/2677","https://www.homedepot.com/l/Taunton/MA/Taunton/02780/2677","The Home Depot","Taunton Home Depot Store #2677","2026-08-17","","4","contact_page","manual:round4:2677-taunton:003:2026-08-17","manual","verified"
"2650 ROCKLAND","","role_based","yes","Store main line","","","","781-871-6200","https://www.homedepot.com/l/Rockland/MA/Rockland/02370/2650","https://www.homedepot.com/l/Rockland/MA/Rockland/02370/2650","The Home Depot","Rockland Home Depot Store #2650","2026-08-17","","4","contact_page","manual:round4:2650-rockland:004:2026-08-17","manual","verified"
"2609 MANSFIELD","","role_based","yes","Store main line","","","","508-337-2050","https://www.homedepot.com/l/Mansfield/MA/Mansfield/02048/2609","https://www.homedepot.com/l/Mansfield/MA/Mansfield/02048/2609","The Home Depot","Mansfield Home Depot Store #2609","2026-08-17","","4","contact_page","manual:round4:2609-mansfield:005:2026-08-17","manual","verified"
"2670 QUINCY","","role_based","yes","Store main line","","","","617-376-0380","https://www.homedepot.com/l/Quincy/MA/Quincy/02169/2670","https://www.homedepot.com/l/Quincy/MA/Quincy/02169/2670","The Home Depot","Quincy Home Depot Store #2670","2026-08-17","","4","contact_page","manual:round4:2670-quincy:006:2026-08-17","manual","verified"
"2173 - Abington","","role_based","yes","Store main line","","","","781-347-9003","https://www.target.com/sl/abington/2173","https://www.target.com/sl/abington/2173","Target","Target Abington Store 2173","2026-08-17","","4","contact_page","manual:round4:2173-abington:007:2026-08-17","manual","verified"
"2267 - Easton","","role_based","yes","Store main line","","","","508-230-0005","https://www.target.com/sl/easton/2267","https://www.target.com/sl/easton/2267","Target","Target Easton Store 2267","2026-08-17","","4","contact_page","manual:round4:2267-easton:008:2026-08-17","manual","verified"
"2693 - Braintree","","role_based","yes","Store main line","","","","781-817-8809","https://www.target.com/sl/braintree/2693","https://www.target.com/sl/braintree/2693","Target","Target Braintree Store 2693","2026-08-17","","4","contact_page","manual:round4:2693-braintree:009:2026-08-17","manual","verified"
"04163 STORE 04163","","role_based","yes","Store main line","","","","508-894-7206","https://locations.dollartree.com/ma/brockton/999-n-montello-st","https://locations.dollartree.com/ma/brockton/999-n-montello-st","Dollar Tree","Dollar Tree at 999 N Montello St","2026-08-17","","4","contact_page","manual:round4:04163-store-04163:010:2026-08-17","manual","verified"
