canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"0343","workplace","","","","","https://lesliespool.com/location/hanover-massachusetts-hanover-343.html","781-829-6877","","","Hanover","MA","","","","","","","","website;public_phone","https://lesliespool.com/location/hanover-massachusetts-hanover-343.html","Leslie's Pool Supplies","Hanover Store 343","2026-08-17","","4","official_organization_page","manual:round7:leslies-hanover-343:001:2026-08-17","manual","verified"
"2532 - Hanover","workplace","","","","","https://www.target.com/sl/hanover-target-store/2532","781-499-1961","","","Hanover","MA","","","","","","","","website;public_phone","https://www.target.com/sl/hanover-target-store/2532","Target","Hanover Target Store 2532","2026-08-17","","4","official_organization_page","manual:round7:target-hanover-2532:002:2026-08-17","manual","verified"
"71184","workplace","","","","","https://www.macys.com/stores/ma/hanover/hanover-crossing_184.html","781-829-2200","","","Hanover","MA","","","","","","","","website;public_phone","https://www.macys.com/stores/ma/hanover/hanover-crossing_184.html","Macy's","Macy's Hanover Crossing Store 184","2026-08-17","","4","official_organization_page","manual:round7:macys-hanover-184:003:2026-08-17","manual","verified"
"BSL Hanover OpCo  LLC","workplace","","","","","https://www.benchmarkseniorliving.com/senior-living/ma/hanover/benchmark-at-hanover/","781-746-7057","","","Hanover","MA","","","","","","","","website;public_phone","https://www.benchmarkseniorliving.com/senior-living/ma/hanover/benchmark-at-hanover/","Benchmark Senior Living","Benchmark at Hanover","2026-08-17","","4","official_organization_page","manual:round7:benchmark-at-hanover:004:2026-08-17","manual","verified"
"Boston","workplace","","","","","https://erllc.com/","339-469-1995","","","Hanover","MA","","","","","","","","website;public_phone","https://erllc.com/contact/locations/","Environmental Restoration LLC","Locations - Boston, Massachusetts","2026-08-17","","4","official_organization_page","manual:round7:environmental-restoration-boston:005:2026-08-17","manual","verified"
"G&R Construction Inc.","workplace","","","","","https://grconstruction.net/","781-849-9093","info@grconstruction.net","","Hanover","MA","","","","","","","","website;public_phone;public_email","https://grconstruction.net/contact-us/","G&R Construction","Contact Us","2026-08-17","","4","contact_page","manual:round7:g-r-construction:006:2026-08-17","manual","verified"
"Gem Gravure Company, Inc.","workplace","","","","","https://www.gemgravure.com/","781-878-0456","CS@gemgravure.com","","Hanover","MA","","","","","","","","website;public_phone;public_email","https://www.gemgravure.com/contact","Gem Gravure Company","Contact","2026-08-17","","4","contact_page","manual:round7:gem-gravure:007:2026-08-17","manual","verified"
"Hanover Granite Works","workplace","","","","","https://swensongranite.com/","781-829-0233","","","Hanover","MA","","","","","","","","website;public_phone","https://swensongranite.com/wp-content/uploads/2023/08/swenson-thin-veneer-installation-reference-sheet.pdf","Swenson Granite Works","Thin Veneer Installation Reference Sheet","2026-08-17","","4","official_organization_page","manual:round7:swenson-hanover:008:2026-08-17","manual","verified"
"Manufacturing","workplace","","","","","https://www.critechinc.com/","781-826-5600","","","Hanover","MA","","","","","","","","website;public_phone","https://www.critechinc.com/contact-us/","Cri-Tech","Contact Us","2026-08-17","","4","contact_page","manual:round7:cri-tech-hanover:009:2026-08-17","manual","verified"
"Market Basket 91","workplace","","","","","https://www.shopmarketbasket.com/store-locations/hanover-massachusetts-market-basket-91/","781-924-7543","","","Hanover","MA","","","","","","","","website;public_phone","https://www.shopmarketbasket.com/store-locations/hanover-massachusetts-market-basket-91/","Market Basket","Hanover Market Basket 91","2026-08-17","","4","official_organization_page","manual:round7:market-basket-hanover-91:010:2026-08-17","manual","verified"
