organization_name,contact_name,contact_scope,is_public_professional,role_title,role_date,filing_year,public_email,public_phone,professional_url,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Metro South Chamber of Commerce","","role_based","yes","Business association public office","","","info@metrosouthchamber.com","508-586-0500","https://metrosouthchamber.com/about-the-chamber/contact/","https://metrosouthchamber.com/about-the-chamber/contact/","Metro South Chamber of Commerce","Contact","2026-08-17","","4","official_organization_page","manual:round10:metro-south-chamber-of-commerce:001:2026-08-17","manual","verified"
"Bridgewater Business Association","","role_based","yes","Business association public office","","","","508-326-1867","https://metrosouthchamber.com/about-the-chamber/affiliates/","https://metrosouthchamber.com/about-the-chamber/affiliates/","Metro South Chamber of Commerce","Chamber Affiliates","2026-08-17","","4","official_organization_page","manual:round10:bridgewater-business-association:002:2026-08-17","manual","verified"
"East Bridgewater Business Association","","role_based","yes","Business association public office","","","info@jointheebba.com","508-521-9350","https://www.jointheebba.com/events","https://www.jointheebba.com/events","East Bridgewater Business Association","Events and Contact Information","2026-08-17","","4","official_organization_page","manual:round10:east-bridgewater-business-association:003:2026-08-17","manual","verified"
"Easton Chamber of Commerce","","role_based","yes","Business association public office","","","info@easton-chamber.com","508-238-2225","https://www.easton-chamber.com/about-us","https://www.easton-chamber.com/about-us","Easton Chamber of Commerce","About Us","2026-08-17","","4","official_organization_page","manual:round10:easton-chamber-of-commerce:004:2026-08-17","manual","verified"
"Norwell Chamber of Commerce","","role_based","yes","Business association public office","","","","781-763-7500","https://metrosouthchamber.com/about-the-chamber/affiliates/","https://metrosouthchamber.com/about-the-chamber/affiliates/","Metro South Chamber of Commerce","Chamber Affiliates","2026-08-17","","4","official_organization_page","manual:round10:norwell-chamber-of-commerce:005:2026-08-17","manual","verified"
"Avon Industrial Park Association","","role_based","yes","Business association public office","","","","508-586-0900","https://metrosouthchamber.com/about-the-chamber/affiliates/","https://metrosouthchamber.com/about-the-chamber/affiliates/","Metro South Chamber of Commerce","Chamber Affiliates","2026-08-17","","4","official_organization_page","manual:round10:avon-industrial-park-association:006:2026-08-17","manual","verified"
"South Shore Women's Business Network","","role_based","yes","Business association public office","","","info@sswbn.org","","https://sswbn.org/contact-us/","https://sswbn.org/contact-us/","South Shore Women's Business Network","Contact Us","2026-08-17","","4","official_organization_page","manual:round10:south-shore-women-s-business-network:007:2026-08-17","manual","verified"
"Pembroke Chamber of Commerce","","role_based","yes","Business association public office","","","pembrokechamberofcommerce@gmail.com","","https://pembrokechamber.org/","https://pembrokechamber.org/","Pembroke Chamber of Commerce","Home","2026-08-17","","4","official_organization_page","manual:round10:pembroke-chamber-of-commerce:008:2026-08-17","manual","verified"
"Hanover Chamber of Commerce","","role_based","yes","Business association public office","","","chamber@hanovermachamber.com","","https://www.hanovermachamber.com/","https://www.hanovermachamber.com/","Hanover Chamber of Commerce","Home","2026-08-17","","4","official_organization_page","manual:round10:hanover-chamber-of-commerce:009:2026-08-17","manual","verified"
"Plymouth Area Chamber of Commerce","","role_based","yes","Business association public office","","","info@plymouthchamber.com","508-830-1620","https://www.plymouthchamber.com/contact","https://www.plymouthchamber.com/contact","Plymouth Area Chamber of Commerce","Contact","2026-08-17","","4","official_organization_page","manual:round10:plymouth-area-chamber-of-commerce:010:2026-08-17","manual","verified"
