canonical_name,organization_type,industry,union_affiliation,local_number,official_identifier,website,public_phone,public_email,street,city,state,zip,latitude,longitude,estimated_reach,active_status,public_accessibility,active_program,asserted_fields,source_url,publisher,source_title,retrieval_date,publication_date,source_strength,source_type,raw_source_identifier,extraction_method,validation_status
"Plymouth Area Coalition for the Homeless","housing_services_nonprofit","Family shelter, food, basic-needs assistance, and housing stability","","","","https://plymouthareacoalition.org/","781-582-2010","info@plymouthareacoalition.org","149 Bishop's Highway","Kingston","MA","02364","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://plymouthareacoalition.org/contact/","Plymouth Area Coalition for the Homeless","Contact","2026-08-18","","4","official_organization_page","manual:round15:plymouth-area-coalition-homeless:001:2026-08-18","manual","verified"
"School on Wheels of Massachusetts","youth_education_nonprofit","Educational support, tutoring, mentoring, and school supplies for students affected by housing instability","","","","https://www.sowma.org/","508-587-9091","","100 Laurel Street Suite 121","East Bridgewater","MA","02333","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://www.sowma.org/contact/","School on Wheels of Massachusetts","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:school-on-wheels-massachusetts:001:2026-08-18","manual","verified"
"Massachusetts Housing & Shelter Alliance","housing_advocacy_nonprofit","Statewide homelessness policy, supportive-housing systems, and provider collaboration","","","","https://mhsa.net/","617-367-6447","info@mhsa.net","7 Bulfinch Place Suite 201","Boston","MA","02114","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://mhsa.net/contact-us/","Massachusetts Housing & Shelter Alliance","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:massachusetts-housing-shelter-alliance:001:2026-08-18","manual","verified"
"Housing Families","housing_services_nonprofit","Emergency shelter, supportive housing, food, counseling, legal help, and youth programs","","","","https://housingfamilies.org/","781-322-9119","communications@housingfamilies.org","919 Eastern Avenue","Malden","MA","02148","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://housingfamilies.org/","Housing Families","Home","2026-08-18","","4","official_organization_page","manual:round15:housing-families:001:2026-08-18","manual","verified"
"Rhode Island Coalition to End Homelessness","housing_advocacy_nonprofit","Housing justice, homelessness-response coordination, provider support, and policy advocacy","","","","https://rihomeless.org/","401-213-5618","","372 Wayland Avenue","Providence","RI","02906","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;street;city;state;zip;active_status;public_accessibility;active_program","https://rihomeless.org/careers/","Rhode Island Coalition to End Homelessness","Join the Team and Get in Touch","2026-08-18","","4","official_organization_page","manual:round15:rhode-island-coalition-end-homelessness:001:2026-08-18","manual","verified"
"Crossroads Rhode Island","housing_services_nonprofit","Housing navigation, emergency shelter, case management, and homelessness prevention","","","","https://www.crossroadsri.org/","401-521-2255","information@crossroadsri.org","160 Broad Street","Providence","RI","02903","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.crossroadsri.org/about/our-work-team/about-us/contact-us","Crossroads Rhode Island","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:crossroads-rhode-island:001:2026-08-18","manual","verified"
"Amos House","housing_services_nonprofit","Food, housing, recovery support, social services, job training, and reentry assistance","","","","https://amoshouse.com/","401-272-0220","info@amoshouse.com","460 Pine Street","Providence","RI","02907","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://amoshouse.com/contact","Amos House","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:amos-house:001:2026-08-18","manual","verified"
"House of Hope Community Development Corporation","housing_services_nonprofit","Street outreach, housing stabilization, supportive housing, peer mentoring, and workforce development","","","","https://thehouseofhopecdc.org/","401-463-3324","info@thehouseofhopecdc.org","3188 Post Road","Warwick","RI","02886","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://thehouseofhopecdc.org/contact-us/","House of Hope Community Development Corporation","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:house-of-hope-cdc:001:2026-08-18","manual","verified"
"NAMI Massachusetts","mental_health_community_nonprofit","Mental-health peer education, family support, navigation, training, and advocacy","","","","https://namimass.org/","617-580-8541","info@namimass.org","331 Montvale Avenue 2nd Floor","Woburn","MA","01801","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://namimass.org/contact-us/","NAMI Massachusetts","Contact Us","2026-08-18","","4","official_organization_page","manual:round15:nami-massachusetts:001:2026-08-18","manual","verified"
"NAMI Plymouth Area","mental_health_community_nonprofit","Local mental-health peer support, family education, and community programs","","","","https://www.namiplymoutharea.org/","508-333-6727","info@namiplymoutharea.org","PO Box 1398","Marshfield","MA","02050","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://namimass.org/local-nami-affiliates/","NAMI Massachusetts","Local NAMI Affiliates in Massachusetts","2026-08-18","","4","official_umbrella_directory","manual:round15:nami-plymouth-area:001:2026-08-18","manual","verified"
"NAMI South Shore","mental_health_community_nonprofit","Local mental-health education, support groups, advocacy, and community connection","","","","https://www.namisouthshore.org/","617-657-9055","namisouthshore@gmail.com","19 Thaxter Street","Hingham","MA","02043","","","","active","1","1","canonical_name;organization_type;industry;website;public_phone;public_email;street;city;state;zip;active_status;public_accessibility;active_program","https://www.namisouthshore.org/","NAMI South Shore","Support, Education & Advocacy","2026-08-18","","4","official_organization_page","manual:round15:nami-south-shore:001:2026-08-18","manual","verified"
